Data_Publicacao;Descricao;Empresa;Funcao;Localidade;Nivel_experiencia;Plataforma;Setor;Tipo_emprego;Titulo
3 hours ago ;"Buscamos um(a) profissional para a vaga de Analista de Administração de Pessoal para trabalhar na Central Sicoob SP.

Somos uma cooperativa central, localizada na cidade de Ribeirão Preto, interior do estado de São Paulo, que presta serviços econômico-financeiros e assistenciais de interesse de suas 14 cooperativas singulares.

Confira se as responsabilidades e atribuições do cargo são compatíveis com a sua experiência e com os seus interesses de carreira.

Se você procura um lugar com pessoas talentosas, apaixonadas e conectadas para promover justiça financeira, essa oportunidade é para você!

Responsabilidades e atribuições

Responsável por auxiliar nas atividades relativas às rotinas de departamento pessoal, prestando apoio aos analistas responsáveis pelo processamento da folha de pagamento da central e cooperativas filiadas, bem como cadastro de admissões, controle de jornadas através de ponto eletrônico, entre outros, visando a integridade, acuracidade de informações e conformidade aos aspectos legais -trabalhistas, com qualidade e dentro dos prazos planejados. Apoio nos processos de benefícios no que tange a movimentações e pagamentos.

Requisitos e qualificações

Ensino superior em andamento (Administração de Empresas, Ciências Contábeis, e outras correlatas)
Desejável experiência prévia com rotinas de departamento pessoal
Noções de legislação trabalhista
Desejável Excel intermediário


Informações adicionais

BENEFÍCIOS

Plano de saúde e odontológico
Convênio farmácia
Seguro de vida
Previdência Privada Sicoob Previ
Gympass
Wellz - Plataforma de saúde emocional
Vale alimentação e/ou refeição
Participação nos resultados
Bolsa de estudos
Auxílio creche";Sicoob SP ;; Ribeirão Preto, São Paulo, Brazil;;LinkedIn;;;Assistente de Administração de Pessoal - Presencial
3 hours ago ;"Sobre nós

Imagine mais de 5 milhões de pessoas construindo juntas um mundo com mais cooperação, pertencimento, responsabilidade social e justiça financeira: este é o Sicoob – Sistema de Cooperativas Financeiras do Brasil. Hoje, somos centenas de cooperativas financeiras com atuação em todos os estados brasileiros, sempre regidas por esses valores.

Propósito

Conectar pessoas para promover justiça financeira e prosperidade.

Missão

Promover soluções e experiências inovadoras e sustentáveis por meio de cooperação.

Visão

Ser referência em cooperativismo, promovendo o desenvolvimento econômico e social das pessoas e comunidade.

Valores

Respeito e Valorização das Pessoas;
Cooperativismo e Sustentabilidade;
Ética e Integridade;
Excelência e Eficiência;
Liderança Inspiradora;
Inovação e Simplicidade


#SomosFeitosdeValores <3

Responsabilidades e atribuições

Atividades

Atendimento presencial e por telefone, Atendimento a Cooperados no Caixa, pagamento e recebimento de contas, verificação e conferência de documentação, suporte ao financeiro, suporte ao Cooperado no Caixa Eletrônico, elaboração de planilhas Excel, etc...

Primordial ter experiência mínima de 02 anos como caixa no setor financeiro (caixa de banco).

Perfil dinâmico, flexibilidade e pró ativo.

Conhecimento em Pacote Office

Requisitos e qualificações

Requisitos

Formação acadêmica

Ensino Superior Completo.


Perfil comercial, flexibilidade, pró atividade.

Conhecimento em Pacote Office.


Informações adicionais

Benefícios

Oferecemos


Vale transporte:

Vale Refeição

Vale Alimentação

Plano de Saúde e Odontológico";Sicoob Central Rio ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;Analista de Atendimento / Caixa - Barra RJ
8 hours ago ;Receber os produtos que chegam, verificar quantidade, condições das embalagens e vencimento, conferir com a nota fiscal para descarregar no depósito. ? Atender às solicitações de carregamento, retirando o produto do armazém de acordo com o pedido para fazer o carregamento. ? Organizar o estoque dos materiais, de forma a preservar a sua integridade física e condições de uso, de acordo com as características de cada produto, bem como para facilitar a sua localização e manuseio. ? Fazer a limpeza do armazém a fim de manter o local limpo e organizado conforme as normas internas do setor. ? Realizar o inventário físico através da contagem manual dos itens do estoque e registrar em formulário interno. Ensino Fundamental Completo.;Agrícola Alvorada S.A ;; Agua Boa, Acre, Brazil;;LinkedIn;;;Estoquista
8 hours ago ;Receber os produtos que chegam, verificar quantidade, condições das embalagens e vencimento, conferir com a nota fiscal para descarregar no depósito. ? Atender às solicitações de carregamento, retirando o produto do armazém de acordo com o pedido para fazer o carregamento. ? Organizar o estoque dos materiais, de forma a preservar a sua integridade física e condições de uso, de acordo com as características de cada produto, bem como para facilitar a sua localização e manuseio. ? Fazer a limpeza do armazém a fim de manter o local limpo e organizado conforme as normas internas do setor. ? Realizar o inventário físico através da contagem manual dos itens do estoque e registrar em formulário interno. Ensino Fundamental Completo.;Agrícola Alvorada S.A ;; Agua Boa, Acre, Brazil;;LinkedIn;;;Estoquista
8 hours ago ;Rotinas administrativas e follow uo dos processos de compras. Pacote office/ Boa fluncia verbal para atendimento aos fornecedores e associados.;Iate Clube do Rio de Janeiro ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;Auxiliar de Escritório
8 hours ago ;"-Desempenhar atividades administrativas da área como, realização de check-in e check-out dos hóspedes, emissão de notas fiscais e vendas e atendimento referente aos eventos do hotel em datas comemorativas; -Realizar atendimento ao cliente e reservas em todos os canais: telefone, e-mail, portais e sites; -Contribuir para a organização da recepção; -Receber e acompanhar os alunos e alunas em estágio do programa Capacitar Hotelaria e Serviços da Fundação CSN. -Ensino mdio completo; -Conhecimento avanado no pacote office (Word e Excel) e facilidade para trabalhar com sistema; -Possuir experincia em reas correlatas com atendimento direto ao pblico; -Disponibilidade imediata; -Desejvel conhecimento em ingls ou espanhol.";Fundação CSN ;; Volta Redonda, Rio de Janeiro, Brazil;;LinkedIn;;;Recepcionista de Hotel
8 hours ago ;Diversas vagas operacionais na área de atendimento ao cliente, reposição, operação de caixa, entre outras. Ensino fundamental ou mdio completo, experincia na rea: diferencial.;Inklua ;; Tubarao, Maranhão, Brazil;;LinkedIn;;;Operador de Loja
8 hours ago ;"Realizar ligações de pós vendas com os clientes, sendo ligações gravadas, seguindo contrato. Boa oratria; Iniciativa; Disponibilidade de horrio; Fcil aprendizado em sistemas.";Cartão de TODOS ;; Greater Belem;;LinkedIn;;;Atendente de Call Center
6 hours ago ;"ATIVIDADES DESENVOLVIDAS: Repor mercadorias nas gôndolas e expositores.

REQUISITOS: Mínimo 06 meses experiência na função. Disponibilidade para trabalhar no bairro Dehon.

HORÁRIO: Segunda a Sexta feira das 22:00 as 05:00.

SALÁRIO: A combinar.

BENEFÍCIOS: Vale transporte e refeição no local.";Netvagas ;; Tubarao, Maranhão, Brazil;;LinkedIn;;;Repositor
8 hours ago ;"Realizar o agendamento e cancelamento de compromissos; controlar documentos e correspondência, atualizar dados dos clientes; redirecionar e-mails; fornecer informações; atender pedidos; solicitações e chamadas telefônicas; filtrar ligações; anotar e transmitir recados; orientar e encaminhar pessoas; prestar atendimento especial a autoridades e usuários diferenciados; recepcionar pessoas; gerenciar agenda pessoal e profissional da direção; colher assinaturas; organização de arquivos; Experincia comprovada na rea; Pontualidade e organizao; Ser discreta e gil, sempre visando solucionar o problema; Boa comunicao e relao interpessoal; Experincia em escritrio de advocacia ser um diferencial";Rücker Sociedade de Advogados ;; Curitiba, Paraná, Brazil;;LinkedIn;;;Recepcionista / Secretária
8 hours ago ;"Realizar o agendamento e cancelamento de compromissos; controlar documentos e correspondência, atualizar dados dos clientes; redirecionar e-mails; fornecer informações; atender pedidos; solicitações e chamadas telefônicas; filtrar ligações; anotar e transmitir recados; orientar e encaminhar pessoas; prestar atendimento especial a autoridades e usuários diferenciados; recepcionar pessoas; gerenciar agenda pessoal e profissional da direção; colher assinaturas; organização de arquivos; Experincia comprovada na rea; Pontualidade e organizao; Ser discreta e gil, sempre visando solucionar o problema; Boa comunicao e relao interpessoal; Experincia em escritrio de advocacia ser um diferencial";Rücker Sociedade de Advogados ;; Curitiba, Paraná, Brazil;;LinkedIn;;;Recepcionista / Secretária
8 hours ago ;"- Processo de recrutamento e seleção; - Planejar programas de treinamento/capacitação, desenvolvimento dos colaboradores e retenção de talentos; - Acompanhar e orientar os colaboradores em relação à boas práticas/processos, relacionados à gestão de pessoas; - Processo de Admissão e demissão de colaboradores via CLT e/ou PJ; - Realizar registros dos benefícios dos colaboradores; - Controle do Banco de Horas; - Atendimento aos colaboradores presencial ou remotamente; - Acompanhar pesquisas de clima junto a clientes interno e externo. Educao (Pr-requisito para o cargo): Ensino Mdio completo. Desejvel: Ensino superior em andamento; 1 ano em setor Administrativo; Conhecimento do Pacote Office; Desenvoltura e boa comunicao verbal e escrita; Bom relacionamento com os colaboradores.";VITÓRIA HOSPITALAR ;; Vitória, Espírito Santo, Brazil;;LinkedIn;;;Assistente de Recursos Humanos
3 hours ago ;"Buscamos um(a) profissional para a vaga de Analista de Administração de Pessoal para trabalhar na Central Sicoob SP.

Somos uma cooperativa central, localizada na cidade de Ribeirão Preto, interior do estado de São Paulo, que presta serviços econômico-financeiros e assistenciais de interesse de suas 14 cooperativas singulares.

Confira se as responsabilidades e atribuições do cargo são compatíveis com a sua experiência e com os seus interesses de carreira.

Se você procura um lugar com pessoas talentosas, apaixonadas e conectadas para promover justiça financeira, essa oportunidade é para você!

Responsabilidades e atribuições

Realizar o processamento, conferência e fechamento mensal da Folha de Pagamento de colaboradores, diretores e conselheiros e autônomos da central e cooperativas filiadas;
Realizar o processamento de movimentações de pessoal, bem como das admissões, férias e rescisões;
Realizar o fechamento das obrigações acessórias e encargos trabalhistas (FGTS, IRRF, INSS, DCTFWeb e DIRF) visando garantir a integridade das informações, o processamento nos prazos estabelecidos, acuracidade de valores e atendimento das políticas e legislação vigente;
Atendimento a chamados relacionados às rotinas de administração de pessoal.


Requisitos e qualificações

Ensino superior completo (Administração de Empresas, Ciências Contábeis, e outras correlatas)
Experiência mínima de 4 anos com rotinas de Administração de Pessoal
Conhecimento em legislação trabalhista
Desejável Excel intermediário


Informações adicionais

BENEFÍCIOS

Plano de saúde e odontológico
Convênio farmácia
Seguro de vida
Previdência Privada Sicoob Previ
Gympass
Wellz - Plataforma de saúde emocional
Vale alimentação e/ou refeição
Participação nos resultados
Bolsa de estudos
Auxílio creche";Sicoob SP ;; Ribeirão Preto, São Paulo, Brazil;;LinkedIn;;;Analista de Administração de Pessoal - Presencial
3 hours ago ;"Venha fazer parte de uma empresa que é referência no mercado de saúde suplementar, e gera valor para sócias, médicos e clientes. Para fazer parte deste time você precisa: Respeitar e valorizar a diversidade, ter empatia com todas e todos, ter coragem de ousar, ter iniciativa e gostar de cuidar de pessoas, gostar de fazer, de mudar, de transformar.

#Unimed #JeitoDeCuidarUnimed

Responsabilidades e atribuições

Realizar compras e contratação de serviços de menor complexidade e/ou valores e/ou volumes, visando atender às necessidades da organização com eficiência e otimização de custos, suprindo a organização com serviços, materiais e equipamentos, em tempo hábil, qualidade e custo, identificando, desenvolvendo e apoiando na qualificação de fornecedores, atuando sob supervisão.

Requisitos e qualificações

Superior completo

Atuação com compras de brindes, comunicação, marketing, gráfica, uniformes, entre outros

Pacote Office (diferencial SAP/ARIBA)

Informações adicionais

Modelo de trabalho: híbrido";Unimed Nacional ;; São Paulo, São Paulo, Brazil;;LinkedIn;;;COMPRADOR JR
3 hours ago ;"Venha fazer parte de uma empresa que é referência no mercado de saúde suplementar, e gera valor para sócias, médicos e clientes. Para fazer parte deste time você precisa: Respeitar e valorizar a diversidade, ter empatia com todas e todos, ter coragem de ousar, ter iniciativa e gostar de cuidar de pessoas, gostar de fazer, de mudar, de transformar.

#Unimed #JeitoDeCuidarUnimed

Responsabilidades e atribuições

Realizar compras e contratação de serviços de menor complexidade e/ou valores e/ou volumes, visando atender às necessidades da organização com eficiência e otimização de custos, suprindo a organização com serviços, materiais e equipamentos, em tempo hábil, qualidade e custo, identificando, desenvolvendo e apoiando na qualificação de fornecedores, atuando sob supervisão.

Requisitos e qualificações

Superior completo

Atuação com compras de brindes, comunicação, marketing, gráfica, uniformes, entre outros

Pacote Office (diferencial SAP/ARIBA)

Informações adicionais

Modelo de trabalho: híbrido";Unimed Nacional ;; São Paulo, São Paulo, Brazil;;LinkedIn;;;COMPRADOR JR
3 hours ago ;"Venha fazer parte de uma empresa que é referência no mercado de saúde suplementar, e gera valor para sócias, médicos e clientes. Para fazer parte deste time você precisa: Respeitar e valorizar a diversidade, ter empatia com todas e todos, ter coragem de ousar, ter iniciativa e gostar de cuidar de pessoas, gostar de fazer, de mudar, de transformar.

#Unimed #JeitoDeCuidarUnimed

Responsabilidades e atribuições

Realizar compras e contratação de serviços de menor complexidade e/ou valores e/ou volumes, visando atender às necessidades da organização com eficiência e otimização de custos, suprindo a organização com serviços, materiais e equipamentos, em tempo hábil, qualidade e custo, identificando, desenvolvendo e apoiando na qualificação de fornecedores, atuando sob supervisão.

Requisitos e qualificações

Superior completo

Atuação com compras de brindes, comunicação, marketing, gráfica, uniformes, entre outros

Pacote Office (diferencial SAP/ARIBA)

Informações adicionais

Modelo de trabalho: híbrido";Unimed Nacional ;; São Paulo, São Paulo, Brazil;;LinkedIn;;;COMPRADOR JR
