Data_Publicacao;Descricao;Empresa;Funcao;Localidade;Nivel_experiencia;Plataforma;Setor;Tipo_emprego;Titulo
 hoje;"Descrição

Descrição:

Para trabalhar no seguinte programa / equipamento de saúde da Associação Saúde da Família - ASF:




Centro Especializado de Reabilitação – CER. O CER presta assistência à saúde a pessoas portadoras de deficiência na área de reabilitação, com objetivo de atingir o maior nível de independência física e funcional do paciente. O atendimento é realizado por equipe multidisciplinar.




Este processo seletivo é misto (com a participação de candidatos internos e externos) e destina-se ao suprimento das vagas efetivas, por prazo determinado existentes, e ainda para compor um banco de candidatos pré-aprovados para futuras vagas por prazo determinado na região Sul (Capela do Socorro / Parelheiros).




REQUISITOS EXIGIDOS:




• Curso superior em Ciências da saúde ou equivalente, com registro ativo no respectivo Conselho Profissional;

• Será considerado um diferencial ter pós-graduação em PSF, Saúde Pública e/ou Coletiva e em Gestão de Serviços de Saúde e Enfermagem;

• Conhecimento intermediário de Informática (Word, Excel e Internet);

• Experiência comprovada de 06 meses função e/ou programa (conforme LEI Nº 11.644/2008);

• Ter atuado em Gestão de Responsabilidade Técnica de Unidades e Serviços de Saúde;

• Manter atualizada a documentação legal (CPF e RG) no cadastro da plataforma VAGAS;

• Residir preferencialmente na Região Sul (Capela do Socorro/Parelheiros);

• Disponibilidade para início imediato.




PRINCIPAIS ATRIBUIÇÕES:




• Conhecer e aplicar as Diretrizes Técnicas da SMS dos serviços no qual está inserido;

• Avaliar as estatísticas e indicadores da unidade e, juntamente com a Equipe, produzir relatórios e planilhas para subsidiar a tomada de decisão;

• Acompanhar as comissões de ética, comissões de prontuário e demais comitês profissionais;

• Organizar e atualizar protocolos gerenciais e assistenciais;

• Participar de reuniões externas (Supervisão Técnica de Saúde, Escritório Regional ASF Sul e Conselho Gestor) e reuniões internas com a equipe;

• Contribuir, em conjunto com os demais assessores, monitorando e analisando os indicadores e metas de produção de qualidade e avaliação de satisfação interna e externa do Contrato de Gestão;

• Discutir com as Equipes periodicamente, os indicadores de saúde e do Contrato de Gestão;

• Planejar junto as equipes ações estratégicas para melhoria do serviço.

• Conhecer e supervisionar as rotinas administrativas e técnicas de RH, fluxos e protocolos da Unidade;

• Participar e auxiliar na seleção e capacitação dos novos funcionários e contribuir na Educação Permanente da Equipe;

• Acompanhar as atividades administrativas padronizadas pela ASF, atendendo Portarias e Leis Municipais, Estaduais e Federais;

• Promover a integração entre as Equipes Administrativas e Técnicas;

• Manter rotinas e cumprir os prazos estabelecidos sugerindo ajustes necessários ao seu bom funcionamento.




CONDIÇÕES DA VAGA:




• Carga horária: 40hs semanais;

• Salário: R$ 16.540,77;

• Benefícios: VR R$ 705,12 + VA R$ 200,00 + VT;

• Local de trabalho: Município de São Paulo, especificamente na região Sul (Capela do Socorro / Parelheiros).




ETAPAS DO PROCESSO SELETIVO:




• Ter currículo o cadastrado e atualizado no VAGAS.COM;

• Efetuar candidatura;

• Teste online (se necessário);

• Triagem de currículo;

• Análise de currículo;

• Vídeo;

• Entrevista online;

• Entrevista individual (se necessário);

• Realização de exame médico admissional;

• Entrega de documentação legal exigida (disponível no site da ASF).




ATENÇÃO: Para realização do teste online, orientamos que seja realizado em local tranquilo, com boa conexão de internet e utilizando o computador.




*Todas as etapas são classificatórias e/ou eliminatórias.




CRITÉRIOS DE DESEMPATE:




• Na hipótese de igualdade de pontuação final terá preferência, sucessivamente, o candidato: com maior idade, de acordo com o que estabelece a Lei nº 10.741/03 e com o maior número de filhos menores de 18 anos.




INFORMAÇÕES COMPLEMENTARES:




Conforme consta no Regimento Interno de Recursos Humanos da ASF:




• No capítulo II (Da Admissão) Artigo 9º é vedada a admissão de familiares e afins (irmão/ã, pai, mãe, filho/a, cônjuge, sobrinho/a, neto/a e familiares advindos do casamento e união estável) de Funcionário pertencente ao Quadro de Pessoal da ASF para trabalhar na mesma unidade institucional e/ou vincular-se hierarquicamente;

• O Código de Ética e de Conduta Profissional da ASF está disponível para consulta no site www.saudedafamilia.org / “Espaço reservado ao funcionário – ERP”.




Observação:




• Não omitir se já tiver sido funcionário da ASF, em razão dos prazos legais para recontratação;

• Caso seja convocado (a) para assumir uma vaga efetiva ou por prazo determinado e recuse a oportunidade, será desclassificado (a) do processo seletivo.




VAGAS TAMBEM PARA PROFISSIONAIS COM DEFICIÊNCIA.




DATA DE INÍCIO E TÉRMINO DA CANDIDATURA: 06/02/2023.";Associação Saúde da Família;;São Paulo;Gerência;VagasCom;;;Gerente de Unidade II - Região Sul (processo Seletivo Misto)
 hoje;"Descrição

Descrição:

Analisar, consolidar e controlar as informações da arrecadação das vendas de bilhetes e na apuração da receita tarifária (própria e de terceiros), monitorando a entrada do resultado das vendas no fluxo de caixa da empresa.




PRINCIPAIS ATIVIDADES:




Realizar o controle das atividades de gestão dos meios de pagamentos;

Apoiar os planos de melhoria e acompanhamento dos indicadores do processo de arrecadação;

Conciliar os valores de vendas/receitas gerados com os registrados na Contabilidade;

Realizar a conferência entre os valores esperados vs pagos de receita tarifária de terceiros (FETRANSPOR);

Realizar a conferência entre os valores faturados vs pagos das vendas por meios eletrônicos de pagamentos (cartões de crédito e débito);

Elaborar relatórios gerenciais com indicadores de desempenho financeiro da operação (ex.: quebra de caixa, diferenças de fundo de troco, franqueamentos de passagens, geração de incidentes de ATMs, ressarcimento de clientes);

Acompanhar e controlar a atuação da empresa de transportes de valores terceirizada, recebendo e avaliando os dados gerados e apurando/atuando nos desvios quando necessário (conferência/auditoria);

Elaborar e acompanhar com gestores/áreas envolvidas os Planos de Ação visando mitigar gaps dos resultados (realizado vs esperado);

Apoiar na identificação de não conformidades de processos com impacto no resultado financeiro e no desenvolvimento de ações corretivas e preventivas;

Controlar as provisões de despesas dos contratos com fornecedores;

Suportar o levantamento de dados, informações e atendimento das auditorias anuais (Internas/Externas).


Outros requisitos:

Graduação em Administração de Empresas, Economia, Engenharia ou Contabilidade.

Pacote office avançado.

Conhecimento de Power BI.

Experiência anterior na Área Administrativa ou financeira.";MetrôRio;;Rio de Janeiro;Sênior;VagasCom;;;Analista de Arrecadação Sênior
 hoje;"Descrição

Descrição:




Responsável por assegurar a receita, ou da cobrança correta da receita, mapeando possíveis perdas e fraudes, buscando o cumprimento dos processos associados a esses controles.




PRINCIPAIS ATIVIDADES:




Criar ferramentas estatísticas para identificar desvios de padrões nos Pontos de Controle que geram a perda de receita;

Subsidiar a equipe de Auditoria sobre quais estações a serem monitoradas;

Garantir correta cobrança e posterior acompanhamento do ressarcimento de gratuidade junto ao Estado;

Auditar controle de acesso (contador) x SBE;

Acompanhar e reportar os KPIs;

Avaliar a rentabilidade por canal de venda, buscando incentivos aos meios de pagamento menos custosos;

Efetuar auditorias dos processos da Receita.


Outros requisitos:

Graduação em Administração de Empresas, Economia, Engenharia ou Contabilidade.

Pacote office avançado.

Conhecimento de Power BI.




DESEJÁVEL:




Experiência anterior na Área Administrativa ou financeira.";MetrôRio;;Rio de Janeiro;Pleno;VagasCom;;;Analista de Arrecadação Pleno
 hoje;"Descrição

Descrição:

Executar a análise das falhas de média complexidade, elaborar roteiros e procedimentos de manutenção, analisar interfaces e riscos, analisar documentação técnica, contribuir para o desenvolvimento de estudos de inovação e maximização da vida útil de equipamentos e sistemas, elaborar especificações técnicas, levantamento de requisitos, assim como executar projetos de Engenharia, através da metodologia corporativa, boas práticas, normas e benchmarking, para garantir a performance dos ativos.




PRINCIPAIS ATIVIDADES:




1. Analisar as falhas crônicas dos sistemas sob sua responsabilidade, de acordo com a metodologia interna de análise de falhas, objetivando o aumento da confiabilidade dos ativos;

2. Gerenciar planos de ação das análises de falhas e verificações técnicas, utilizando o sistema informatizado de controle corporativo, com o objetivo de garantir a eficácia das ações e a obtenção dos resultados previstos.

3. Elaborar relatórios técnicos e de viabilidade técnica/financeira, de projetos, melhorias, ou para suporte a outras áreas, conforme modelo definido, perenizando a informação técnica da companhia;

4. Auditar a execução da manutenção no que tange aos procedimentos, normas e qualidade técnica, de acordo com o procedimento interno de verificação técnica, visando a eficácia das ações executadas pela manutenção e o cumprimento dos procedimento, regulamentos e normas;

5. Controlar a qualidade técnica da documentação pertinente aos sistemas de sua responsabilidade, avaliando tecnicamente as modificações necessárias, garantindo a exatidão das informações técnicas dos sistemas e equipamentos;

6. Acompanhar testes e ensaios de protótipos em laboratórios e/ou fábricas nos equipamentos envolvidos, utilizando roteiro de teste específico, com o objetivo de atestar a qualidade do produto;

7. Controlar o desempenho dos sistemas operacionais, através de análises técnicas, contribuindo para maximizar o uso dos ativos operacionais.

8. Inspecionar equipamentos, componentes e sistemas, utilizando especificações técnicas, normas e procedimentos para manter a confiabilidade do sistema Metrô.

9. Elaborar escopo para contratação de fornecimento de equipamentos, peças e serviços, conforme objeto a ser contratado, através do modelo padrão de escopo de contratação, para garantir o atendimento dos requisitos pré-determinados.

10. Interagir com a Segurança do Trabalho e Meio Ambiente na execução dos projetos, através de reuniões periódicas, objetivando a segurança pessoal e sistêmica dos processos.

11. Suporte as fases de design, comissionamento e testes referente a projetos de modificação ou aquisição de novos equipamentos ou sistemas.

12. Conduzir os processos de gestão de ativos, definindo criticidade, avaliando o desempenho, propondo melhorias para extrair o maior valor dos equipamentos e sistemas e reduzir riscos para a empresa.

13. Contribuir para os estudos de ciclo de vida dos ativos, fornecendo os insumos necessários e avaliando os resultados.

14. Condução de processos de investigação de acidentes envolvendo os ativos, sem perdas ou com perdas materiais leves.

15. Fornecer insumos para os estudos vinculados ao processo “Analisar estoque a Risco Consentido”, que visa analisar os níveis de estoque, baseado em informações obtidas nas diversas áreas da companhia, a fim de se obter resultados que permitam as melhores recomendações para o equilíbrio do trade-off risco/custo.

16. Fornecer insumos para os estudos vinculados ao processo “Avaliar Opções de aquisição, substituição ou modernização de ativos”, que visa avaliar e definir as melhores opções para aquisição, substituição ou modernização de ativos com base no custo do ciclo de vida.

17. Liderar os estudos vinculados ao processo “Estabelecer Manutenção Funcional”, que visa definir a estratégia de manutenção dos ativos físicos do MetrôRio com base em metodologia estruturada que possibilite a avaliação de risco, custo e desempenho.

18. Liderar e executar as análises e preencher os relatórios vinculados ao processo “Executar Avaliação Continuada de Ativos”, que visa realizar uma avaliação sistêmica, organizada e detalhada dos 10 ativos críticos de cada sistema do MetrôRio, registrados na Matriz de Criticidade de Ativos, para orientar e fornecer insumos para os processos de auxílio à tomada de decisão.

19. Fornecer insumos e participar ativamente da execução do processo “Classificar Criticidade de Ativos”, com base na metodologia CBA – Core Business Analysis, que visa classificar os ativos (Sistemas produtivos, equipamentos ou funções técnicas elementares) conforme o nível de criticidade identificada em sua funcionalidade na empresa, isto é, conforme seu impacto para o negócio.

20. Realizar a autovistoria predial, assim como o desenvolvimento do devido relatório, sempre que necessário.


Idiomas:

Inglês - Nível Intermediário


Outros requisitos:

Graduação em Engenharia Mecânica, Mecatrônica ou Elétrica.

Conhecimento Obrigatório: Aparelhos de Transporte (Escadas Rolantes, Elevadores, Plataformas Verticais e Plataformas Inclinadas).

Conhecimento Desejável: HVAC e Bombeamento.";MetrôRio;;Rio de Janeiro;Pleno;VagasCom;;;Engenheiro Pleno
 hoje;"Descrição

Descrição:

DESCRIÇÃO SUMÁRIA DO CARGO:

- Realizar assistência Médica de acordo com sua especialidade e/ou

área de atuação;

- Realizar a supervisão científica, orientando os residentes,

internos, alunos e estagiários em serviço;

- Participar de pesquisas, reuniões e discussões sobre casos

pertinentes a área;

- Realizar a emissão de laudo e/ou parecer;

- Participar e/ou ministrar programas de treinamento;

- Cumprir as normas e o regulamento interno do IGESDF;

- Participar na elaboração de protocolos;

- Zelar pelo uso adequado e seguro dos materiais e equipamentos;

- Colaborar para a correta execução das boas práticas em saúde e

cumprimento das Normas de Conformidades Sanitárias, conforme

legislação vigente;

- Diagnosticar doenças alérgicas e capacidade imunológica dos

pacientes;

- Classificar as doenças imunológicas;

- Definir e acompanhar os tratamentos e a evolução dos pacientes;

- Orientar pacientes e familiares;

- Realizar procedimentos que deverão ser instituídos durante a

admissão de novos profissionais de alergia/imunologia;

- Identificar e encaminhar exames necessários para os pacientes;

- Manejar o acompanhamento imunológico de pacientes que fazem

infusão de imunobiológicos na Sala de Infusão/HB;

- Executar outras atividades que lhe forem atribuídas em suas áreas

de atuação.




REQUISITOS OBRIGATÓRIOS:

- Graduação em Medicina, comprovada por meio de diploma

emitido por instituição de ensino reconhecida pelo Ministério da

Educação (MEC);

- Residência e/ou Título de Especialização em Alergia e Imunologia;

- Registro no Conselho Regional de Medicina do Distrito Federal –

CRM/DF;

- Experiencia mínima de 6 meses como Médico Alergista;

- Conhecimentos avançado em aplicação e interpretação de testes

alérgicos de leitura imediata e de contato.




REQUISITOS DESEJÁVEIS:

- Conhecimento em Sistema de Gestão e prontuário eletrônico

como: MV, Trackcare, entre outros.




INFORMAÇÕES GERAIS:

- Regime de contratação: CLT

- Prazo de Contratação: Indeterminado (após o período de experiência)

- Jornada de trabalho: de acordo com a necessidade do IGESDF.

- Carga horária: 24 horas semanais

- Salário: R$ 12.181,25 (mensal)

- Benefício: Vale-transporte e alimentação

- Local de Trabalho: qualquer unidade do IGESDF


";IGESDF;;Distrito Federal;Pleno;VagasCom;;;Médico I - Alergista
 hoje;"Descrição

Descrição:

DESCRIÇÃO SUMÁRIA DO CARGO:

- Realizar atendimento para pacientes cardiológicos;

- Ministrar atendimento médico a portadores de doenças

cardiovasculares;

- Solicitar, realizar e interpretar exames médicos como:

eletrocardiogramas, radiografias, radioscopias do coração,

cintilografia miocárdica, arteriografia, MAPA, HOLTER, de arritmias

cardíacas, de miocárdiopatia, de doenças do pericárdio,

laboratoriais e demais exames e atos que digam respeito às

especialidades que tenham íntima correlação com a cardiologia;

- Realizar exames subsidiários em cardiologia, cardiopatias

congênitas, insuficiência Cardíaca Congestiva, hipertensão

pulmonar, aterosclerose, doença arterial coronária;

- Reavaliar e atender intercorrências de pacientes cardiológicos

internados na enfermaria ou em demais áreas do hospital;

- Realizar gravidade do paciente e mapa cirúrgico (quando se tratar

de risco cirúrgico) e conforme protocolo institucional, auxiliar as

equipes envolvidas no entendimento e aplicação do protocolo de

risco cirúrgico;

- Aplicar recursos diagnósticos e terapêuticos adequados, conforme

diretrizes atualizadas na área;

- Realizar registro em prontuário eletrônico, para solicitar

internação quando necessário na Unidade de terapia intensiva (UTI) ou Unidade Coronariana (UCO);

- Emitir risco cirúrgico, atestados médicos, laudos e/ou parecer,

participar da elaboração de protocolos;

- Responder parecer médico;

- Realizar estudos e investigações no campo na cardiologia e

prestar o devido atendimento aos pacientes encaminhados por

outro especialista; - Prescrever tratamento médico e atuar em

prevenção em cardiologia (primária e secundária);

- Participar de juntas médicas, participar de programas voltados

para a saúde pública, bem como participar e/ou ministrar

programas de treinamentos;

- Participar enquanto especialista nas vídeochamadas, e discussões

síncronas, para execução das teleinterconsultas;

- Orientar os plantonistas sobre encaminhamentos, e/ou

transferências;

- Atuar em ações de tele-educação, telemonitoramento,

teleconsulta, teleinterconsulta e telediagnóstico de agravos à

saúde;

- Atuar em todas as modalidades da Telemedicina, de forma

multiprofissional e integrada com todos os DESCRIÇÃO DE CARGO

Validade: 6 meses Página: 2 de 3 GGPES.FORM.001

Publicação:28/02/2020 membros da equipe;

- Realizar o laudo de exames de eletrocardiografia na modalidade

de telediagnóstico;

- Organizar estatísticas de saúde de sua área de atuação

(epidemiologia, vigilância sanitária e epidemiológica);

- Guardar sigilo das atividades inerentes as atribuições do cargo,

levando ao conhecimento do superior hierárquico informações ou

notícias de interesse do serviço público ou particular que possa

interferir no regular andamento do serviço;

- Executar outras atividades que lhe forem atribuídas em suas áreas

de atuação.




REQUISITOS OBRIGATÓRIOS:

- Graduação em Medicina, comprovada por meio de diploma

emitido por instituição de ensino reconhecida pelo Ministério da

Educação (MEC);

- Residência e/ou Título de Especialização em Cardiologia

Credenciada pelo Ministério da Educação ou pela Sociedade

Brasileira de Cardiologia/Associação Médica Brasileira;

- Registro ativo no Conselho Regional de Medicina do Distrito

Federal – CRM/DF;

- Experiência mínima de 6 meses como Médico Cardiologista em

ambiente hospitalar;

- Experiência mínima de 6 meses em emergência cardiológica;

- Experiência mínima de 6 meses em atendimento de emergência a

pronto socorro e procedimentos invasivos;

- Conhecimento em Sistema de Gestão e prontuário eletrônico

como: MV, Trackcare entre outros.




INFORMAÇÕES GERAIS:

- Regime de contratação: CLT

- Prazo de Contratação: Indeterminado (após o período de experiência)

- Jornada de trabalho: de acordo com a necessidade do IGESDF.

- Carga horária: 12 horas semanais

24 horas semanais

36 horas semanais

- Salário: R$ 7.308,50(mensal)

R$ 14.617,01 (mensal)

R$ 21.925,51 (mensal)

- Benefício: Vale-transporte e alimentação

- Local de Trabalho: qualquer unidade do IGESDF





Outros requisitos:


";IGESDF;;Distrito Federal;Pleno;VagasCom;;;Médico II - Cardiologista
 hoje;"Descrição

Descrição:

DESCRIÇÃO SUMÁRIA DO CARGO:

- Realizar assistência médica de acordo com sua especialidade e/ou área de atuação;

- Realizar a supervisão científica, orientando os residentes, internos, alunos e estagiários em serviço;

- Participar de pesquisas, reuniões e discussões sobre casos pertinentes a área;

- Realizar a emissão de laudo e/ou parecer de pacientes internados ou não no hospital;

- Realizar a emissão de laudos dos pacientes que assistir, a fim de resposta a processos judiciais;

- Participar e/ou ministrar programas de treinamento para os residentes ou para o corpo clínico;

- Cumprir as normas e o regulamento interno do IGESDF e normas específicas do Serviço de Oftalmologia;

- Estar à disposição do serviço durante todo o período definido previamente em escala, ainda que não haja pacientes agendados para avaliação, considerando que pode haver demandas por parte da chefia;

- Participar na elaboração de protocolos do Serviço de Oftalmologia;

- Zelar pelo uso adequado e seguro dos materiais e equipamentos;

- Colaborar para a correta execução das boas práticas em saúde e cumprimento das Normas de Conformidades Sanitárias, conforme legislação vigente;

- Realizar atendimentos ambulatoriais, seja na subespecialidade de formação ou outra subespecialidade, a depender da demanda do serviço; - Realizar exames complementares como mapeamento de retina, retinografia colorida, campimetria, biometria ultrassônica, tomografia de coerência óptica, a depender da necessidade do serviço;

- Realizar atendimentos no pronto socorro, de acordo com escala ou a depender da necessidade do serviço, inclusive realizando as cirurgias de urgência que venham a ser solicitadas;

- Realizar avaliação oftalmológica de pacientes em enfermaria e em UTI adulto e pediátrica;

- Diagnosticar e tratar as doenças oftalmológicas, seja em regime de atendimento ambulatorial seja na urgência;

- Realizar cirurgias oftalmológicas eletivas e de urgência;

- Acompanhar a reabilitação dos pacientes do serviço;

- Prestar esclarecimento aos pacientes e familiares acerca de suas patologias;

- Identificar pacientes que estejam precisando de avaliação de outras especialidades e viabilizar a avaliação específica necessária;

- Executar outras atividades que lhe forem atribuídas em suas áreas de atuação.




REQUISITOS OBRIGATÓRIOS:

- Graduação em Medicina, comprovada por meio de diploma emitido por instituição de ensino reconhecida pelo Ministério da Educação (MEC);

- Experiência mínima 6 meses como Médico Oftalmologista;

- Residência e/ou Título de Especialização em Oftalmologia;

- Registro no - Conselho Regional de Medicina Distrito Federal – CRM/DF.




REQUISITOS DESEJÁVEIS:

- Conhecimento em Sistema de Gestão e prontuário eletrônico como: MV, Trackcare, entre outros.







INFORMAÇÕES GERAIS:

- Regime de contratação: CLT

- Prazo de Contratação: Indeterminado (após o período de experiência)

- Jornada de trabalho: de acordo com a necessidade do IGESDF.

- Carga horária: 24 horas semanais

- Salário: R$ 12.181,25 (mensal)

- Local de Trabalho: qualquer unidade do IGESDF








";IGESDF;;Todo o Brasil;Pleno;VagasCom;;;Médico I - Oftalmologista
 hoje;"Descrição

Descrição:

DESCRIÇÃO SUMÁRIA DO CARGO:

- Realizar a supervisão científica, orientando os residentes, internos, alunos e estagiários em serviço;

- Participar de pesquisas, reuniões e discussões sobre casos pertinentes a área;

- Realizar a emissão de laudo e/ou parecer;

- Participar e/ou ministrar programas de treinamento;

- Cumprir as normas e o regulamento interno do IGESDF;

- Participar na elaboração de protocolos;

- Atuar como médico neurocirurgião;

- Prescrever tratamentos aos pacientes;

- Participar das visitas diárias nos leitos;

- Acompanhar pacientes;

- Analisar exames médicos;

- Prestar esclarecimentos ao paciente e familiares;

- Executar outras atividades que lhe forem atribuídas em suas áreas de atuação




REQUISITOS OBRIGATÓRIOS:

- Experiência mínima 6 meses como Médico Neurocirurgião;

- Graduação em Medicina, comprovada por meio de diploma emitido por instituição de ensino reconhecida pelo Ministério da Educação (MEC);

- Experiência mínima 6 meses como Médico Neurocirurgião;

- Residência e/ou Título de Especialista em Neurocirurgia;

- Registro ativo no Conselho Regional de Medicina Distrito Federal – CRM/DF.




INFORMAÇÕES COMPLEMENTARES :

- Regime de contratação: CLT

- Prazo de Contratação: Indeterminado (após o período de experiência)

- Jornada de trabalho: de acordo com a necessidade do IGESDF.

- Carga horária: 24 horas semanais

- Salário: R$ 14.617,01 (mensal)

- Local de Trabalho: qualquer unidade do IGESDF


";IGESDF;;Todo o Brasil;Pleno;VagasCom;;;Médico II – Neurocirurgião
 hoje;"Descrição

Descrição:

DESCRIÇÃO SUMÁRIA DO CARGO:

﻿

- Prestar assistência médica especializada em oncologia clínica aos pacientes com diagnóstico de câncer nas unidades de enfermaria, ambulatório e pronto socorro com o intuito de acolher e solicitar exames quando houver a necessidade;

- Participar das atividades acadêmicas e projetos com os médicos residentes da clínica Médica e Oncologia Clínica, com o objetivo de educação continuada aos médicos da Unidade e a formação de residentes que se capacitarão para as futuras atividades de Oncologia do IGESDF;

- Direcionar o tratamento sistêmico dos pacientes atendidos no IGESDF, de forma que seja conduzido para o melhor tratamento de sua patologia;

- Identificar as necessidades dos pacientes e encaminhá-los para tratamento com as outras unidades, caso seja necessário solicitar o tratamento com quimioterapia e procedimentos específicos com outros especialistas, tendo como objetivo oferecer o tratamento que irá gerar mais resultado para o paciente;

- Acompanhar todas as etapas do tratamento do paciente, desde o início do tratamento, acompanhar a evolução e verificar qual tratamento está tendo mais eficaz, com objetivo de oferecer um serviço de qualidade ao paciente;

- Executar outras atividades que lhe forem atribuídas em suas áreas de atuação.


Outros requisitos:

REQUISITOS OBRIGATÓRIOS:




- Graduação em Medicina, comprovada por meio de diploma emitido por instituição de ensino reconhecida pelo Ministério da Educação (MEC);

- Residência e/ou Título de Especialista em Oncologia;

- Registro no Conselho Regional de Medicina do Distrito Federal - CRM/DF;

- Experiência mínima de 6 meses como Médico Oncologista.




REQUISITOS DESEJÁVEIS:




- Conhecimento em Sistema de Gestão e prontuário eletrônico como: MV, Trackcare, entre outros




INFORMAÇÕES GERAIS:

﻿

- Regime de contratação: CLT

- Prazo de Contratação: Indeterminado (após o período de experiência)

- Jornada de trabalho: de acordo com a necessidade do IGESDF.

- Carga horária: 24 horas semanais

- Salário: R$ 14.617,01 (mensal)

- Benefício: Vale-transporte e alimentação

- Local de Trabalho: qualquer unidade do IGESDF";IGESDF;;Distrito Federal;Pleno;VagasCom;;;Médico II - Oncologista
 hoje;"Descrição

Descrição:

DESCRIÇÃO SUMÁRIA DO CARGO

- Realizar a supervisão científica, orientando os residentes, internos, alunos e estagiários em serviço;

- Participar de pesquisas, reuniões e discussões sobre casos pertinentes a área;

- Realizar a emissão de laudo e/ou parecer;

- Participar e/ou ministrar programas de treinamento;

- Cumprir as normas e o regulamento interno do IGESDF;

- Participar na elaboração de protocolos;

- Realizar assistência especializada em Hematologia e Hemoterapia;

- Realizar visitas e registrar em prontuário as orientações e a evolução do quadro dos pacientes;

- Dar suporte às intercorrências;

- Executar leitura de exames e procedimentos médicos da especialidade;

- Avaliar a pertinência das requisições de exames, de transfusões e de procedimentos solicitados por outras especialidades;

- Executar outras atividades que lhe forem atribuídas em suas áreas de atuação.


Outros requisitos:

REQUISITOS OBRIGATÓRIOS

- Graduação em Medicina, comprovada por meio de diploma emitido por instituição de ensino reconhecida pelo Ministério da Educação (MEC);

- Residência e/ou Título de Especialista em Hematologia e Hemoterapia;

- Registro no Conselho Regional de Medicina do Distrito Federal - CRM/DF;

- Experiência mínima de 6 meses como Médico Hematologista e Hemoterapeuta.




REQUISITOS DESEJÁVEIS

- Conhecimento em Sistema de Gestão e prontuário eletrônico como: MV, Trackcare, entre outros.




INFORMAÇÕES GERAIS:

- Regime de contratação: CLT

- Prazo de Contratação: Indeterminado (após o período de experiência)

- Jornada de trabalho: de acordo com a necessidade do IGESDF

- Carga horária: 24 horas semanais

- Salário: R$ 14.617,01 (mensal)

- Benefício: Vale-transporte e alimentação

- Local de Trabalho: qualquer unidade do IGESDF";IGESDF;;Todo o Brasil;Pleno;VagasCom;;;Médico II - Hematologista e Hemoterapeuta
