Data_Publicacao;Descricao;Empresa;Funcao;Localidade;Nivel_experiencia;Plataforma;Setor;Tipo_emprego;Titulo
 hoje;"Descrição

Atribuições:
 
- Participar do desenvolvimento de novos negócios;
- Realizar o primeiro contato com o cliente;
- Realizar a qualificação de empresas;
- Realizar o agendamento de reuniões;
- Conduzir e acompanhar a performance pessoal (metas).

Requisitos:

- Capacidade para trabalhar de forma independente e em cenário
complexo;
- Desejável conhecimento no mercado de transporte last-mile;
- Ensino superior completo ou cursando;
- Experiência prévia na área comercial;
- Conhecimento em Excel.

 ";Hod - Hiring On Demand;;São Paulo;Júnior/ Trainee;VagasCom;;;Analista Comercial | SDR
 hoje;"Descrição

Requisitos:

- Superior Completo, preferencialmente na área de TI;

- Conhecimento em Segurança da Informação, Gestão de vulnerabilidade, LGPD;

- Conhecimento em arquitetura de redes e em equipamentos de redes;
- Conhecimento em Frameworks de Segurança como
ISO27000, NIST, CIS Controls.


Atividades:

- Auxiliar na definição e elaboração de políticas de segurança da informação, em conjunto com a gestão e demais partes interessadas, bem como monitorar e reportar a aplicabilidade das mesmas, propondo mudanças nos procedimentos atuais, visando garantir eficiência operacional e conformidade com as regulações; ‐ Atuar junto à Gestão no desenvolvimento e administração de sistema de segurança da informação e projetos voltados para a identificação de riscos ao negócio.

- Coletar, analisar e avaliar cenários das ameaças atuais e futuras, auxiliando a Gestão com relatórios e indicadores
referentes aos riscos e ameaças ao ambiente corporativo.

‐ Atuar na comunicação sobre segurança da informação, conscientização e treinamentos aos clientes internos;

‐ Atuar ativamente nos processos de governança da segurança da
informação;

‐ Atuar junto à equipe de TI, visando garantir que a segurança seja levada em conta na avaliação, seleção, instalação e configuração de hardware, aplicativos e softwares;

‐ Prover suporte e orientação nos esforços para as questões
legais e regulatórias, incluindo suporte à Auditoria;

‐ Prestar apoio consultivo para as áreas de negócios, orientando sobre controles de Segurança da Informação em iniciativas, projetos e operações;

‐ Acompanhar os componentes operacionais da gestão de incidentes, incluindo a detecção, respostas e report à gestão através de relatórios;

‐ Manter uma base de conhecimento com referências técnicas, alertas de segurança, informações sobre tendências e práticas de segurança, leis e regulamentos;

‐ Acompanhar as atividades diárias relacionadas a ameaças e vulnerabilidades, identificando tolerâncias a riscos, recomendando planos de tratamento e comunicando informações sobre riscos residuais;

‐ Acompanhar projetos de segurança da informação, fornecendo orientação especializada em questões de segurança para outros projetos de TI.

 

 ";Confidencial;;Rio de Janeiro;Pleno;VagasCom;;;Analista de Segurança da Informação Pleno
 hoje;"Descrição

Descrição:

Suporte aos vendedores da loja no gerenciamento e acompanhamento de carteira de clientes com foco em fidelização; participar e apoiar nas vendas ativas e receptivas; auxiliar no pós venda.
















Necessário pacote Office básico e boa comunicação e saber trabalhar em equipe,




Necessário estar estudando em um curso técnico.


Outros requisitos:

Comunicação interpessoal; adaptabilidade; trabalho em equipe; empatia; proatividade.";ArcelorMittal;;Guarulhos;Estágio;VagasCom;;;Estágio Comercial - Técnico
 hoje;"Descrição

Descrição:

Responsável por entrar em contato com os clientes que ainda não efetuaram o pagamento do boleto;

Enviar a 2º via de boleto aos clientes;

Dar baixa nos boletos pagos;

Auxiliar nas demais atividades do departamento financeiro.


Outros requisitos:

Necessário ter ensino médio completo.

Informática básica com conhecimento em planilhas e leitura de notas fiscais.

Disponibilidade para trabalhar de forma híbrida na região central de SP.

Desejável: Superior cursando";Pacaembu Construtora;;São Paulo;Auxiliar/ Operacional;VagasCom;;;Auxiliar de Crédito e Cobrança
 hoje;"Descrição


Descrição:

Executar as atividades de limpeza em geral, mantendo as boas condições de higiene e conservação do ambiente, conforme necessidades e de acordo com as instruções e procedimentos estabelecidos.

Executar trabalhos rotineiro de limpeza em geral, espanando, limpando, varrendo e lavando as dependências internas e externas da empresa, para manter as condições de higiene e conservação. Executar o tratamento e descarte dos resíduos de materiais, através de corretas coletas e separações de produtos provenientes do seu local de trabalho, em atendimento a normas e procedimentos estabelecidos e preservação do meio ambiente

requisitos:

Ensino fundamental completo;

Boa comunicação;

Noção de utilização de produtos de limpeza

OBS: Buscamos candidatos do sexo masculino

 ";Confidencial;;Boituva;Auxiliar/ Operacional;VagasCom;;;Auxiliar de Serviços Gerais
 hoje;"Descrição

Descrição:

Projeto de inovação na empresa BOSCH em parceria com IEL|IPT.




PRÉ-REQUISITOS: Mestrado em Engenharia de Produção, Mecânica, Controle e Automação, Elétrica ou profissional IT




TEMA DO PROJETO: Indústria 4.0 para cadeia de fornecedores da Bosch




ATIVIDADES:

- Oportunidade de atuar em um projeto de desenvolvimento de fornecedores no ambiente

da Indústria I4.0, implementando soluções tecnológicas que visam aumento de competitividade da

indústria nacional através da melhoria de performance operacional.




CONHECIMENTOS NECESSÁRIOS:

- Liderança de projetos e vivência em gestão de fábrica, preferencialmente na Indústria de

autopeças




DESEJÁVEL:

- Experiência com o desenvolvimento de soluções I4.0 na linha de manufatura avançada, IoT.

- Vivência em definição de tempos, métodos, processos e linhas de fabricação




IDIOMA: Inglês avançado




VALOR DA BOLSA: R$ 3.000,00




Disponibilidade de até 40 horas semanais




DURAÇÃO: 12 meses




LOCAL : Rodovia Anhanguera, KM 98 - Campinas / SP




Conheça o INOVA TALENTOS

https://vimeo.com/676464243/165a0bf5f5

https://vimeo.com/fabrikafilmes/review/680121344/b5b3c6e91d


Idiomas:

Inglês - Nível Avançado";Confidencial;;Todo o Brasil;Estágio;VagasCom;;;Bolsista Mestre [engenharias: Produção, Mecânica, Controle e Automação, Elétrica Ou Prof. It] Bosch
 hoje;"Descrição

Descrição:

Somos uma empresa que vende sonhos, formados pela Disney Institute!

Acreditamos no potencial dos nossos colaboradores e os capacitamos constantemente, para que todos possam evoluir em suas trilhas de carreira.




Venha decolar conosco!




RESPONSABILIDADES E ATRIBUIÇÕES

Nossos Líderes de Vendas são responsáveis por:

Responsável pelo atendimento e liderança da equipe de vendas;
Garantir o pleno funcionamento da loja;
Atuar em vendas e nas atividades operacionais e administrativas;
Gestão preventiva de perdas e avarias;
Controle pdv´s e auditorias;
Superar expectativas dos clientes e atingir as metas da loja.




REQUISITOS E QUALIFICAÇÕES

Ensino Superior Completo ou Cursando (Impreterivelmente);
Experiência em Gestão de equipe de loja;
Vivência em empresas de varejo de grande porte;
Pacote Office - Excel intermediário;
Capacidade de liderança e gestão de pessoas;
Habilidade de comunicação em grupo.




Aceitamos também perfis PCD's!




INFORMAÇÕES ADICIONAIS

Nossos benefícios são:

Remuneração compatível com mercado
Vale Transporte
Vale Refeição
Plano de Saúde e Odontológico
Descontos em Produtos
Participação nos Lucros da Empresa.

Outros requisitos:


";Dufry do Brasil Duty Free Shop;;Porto Alegre;Supervisão/ Coordenação;VagasCom;;;Líder de Vendas
 hoje;"Descrição

Descrição:

MISSÃO DO CARGO




Realizar a movimentação de cargas durante as entregas, obedecendo o processo dos 09 passos da distribuição,

utilizando corretamente os EPI ́s necessários, bem como garantir o Nível de Serviço do mercado.




PRINCIPAIS ATRIBUIÇÕES




• Garantir o processo de FIFO durante as entregas no PDV;

• Realizar pré-carga no retorno da rota contribuindo para a produtividade do processo;

• Realizar o descarregamento dos produtos, conforme padrão da companhia, garantindo o nível de serviç o e

satisfação dos clientes;

• Realizar a triagem dos vasilhames vazios no ponto de venda, na presença do cliente, recolhendo somente as que

estiverem dentro do padrão de qualidade especificados;

• Realizar recargas quando solicitado pelo Gestor Imediato atendendo as necessidades da demanda;

• Orientar motoristas em suas manobras a fim de facilitar o processo eliminando riscos de acidentes;

• Zelar pela qualidade dos produtos entregues através do bom manuseio dos itens, garantindo a integridade dos

mesmos;

• Utilizar corretamente os equipamentos de proteção individual assegurando sua integridade física;

• Manter boa aparência e higiene pessoal zelando pela imagem da companhia;

• Contribuir com a manutenção e zelo do veículo garantindo a conservação e imagem da frota ;

• Prezar pelo bom relacionamento com os clientes internos e externos por meio da atenção à prestação de serviços e

garantindo o nível de serviço do atendimento.




FORMAÇÃO ACADÊMICA




Ensino Médio Completo




REQUISITOS




Ensino Médio Completo";Heineken;;Embu;Auxiliar/ Operacional;VagasCom;;;Banco de Talentos - Ajudante de Entrega - Embu
 hoje;"Descrição

Descrição:

Descrição:

O vendedor será responsável por:

* Captação de novos clientes;

* Negociação e fechamento das vendas; 

* Experiência em vendas complexas em PME e Grandes Empresas;

* Desenvolver parcerias com estabelecimentos que possam indicar clientes. 

 O vendedor deverá ter:

* CNH B.

* Perfil hunter;

* Agressividade comercial;

* Experiência anterior comercial com PME;

* Experiência no mercado de energia será um diferencial.";Órigo Energia;;Crateús;Sênior;VagasCom;;;Executivo de Negócios Sr.
 hoje;"Descrição

Descrição:

Descrição:

O vendedor será responsável por:

* Captação de novos clientes;

* Negociação e fechamento das vendas; 

* Experiência em vendas complexas em PME e Grandes Empresas;

* Desenvolver parcerias com estabelecimentos que possam indicar clientes. 

 O vendedor deverá ter:

* CNH B.

* Perfil hunter;

* Agressividade comercial;

* Experiência anterior comercial com PME;

* Experiência no mercado de energia será um diferencial.";Órigo Energia;;Aracati;Sênior;VagasCom;;;Executivo de Negócios Sr.
