Data_Publicacao;Descricao;Empresa;Funcao;Localidade;Nivel_experiencia;Plataforma;Setor;Tipo_emprego;Titulo
 hoje;"Descrição

Descrição:

Para trabalhar no seguinte programa / equipamento de saúde da ASF:




Centro Especializado de Reabilitação – CER. O CER presta assistência à saúde a pessoas portadoras de deficiência na área de reabilitação, com objetivo de atingir o maior nível de independência física e funcional do paciente. O atendimento é realizado por equipe multidisciplinar.




Este processo seletivo é misto (com a participação de candidatos internos e externos) e destina-se ao suprimento das vagas efetivas, vagas por prazo determinado, e ainda para compor um banco de candidatos pré-aprovados para futuras oportunidades na região Sul (Capela do Socorro / Parelheiros).




REQUISITOS:




• Graduação na área de Assistência Social, com registro profissional ativo;

• Experiência comprovada de 6 (seis) meses na função, em programas de Atenção Básica da saúde e ou unidades ambulatórias de saúde e ou centros de reabilitação (conforme LEI Nº 11.644/2008);

• Conhecimento intermediário de informática (Word, Excel e Internet).

• Manter atualizada a documentação legal (CPF e RG) no cadastro da plataforma VAGAS;

• Disponibilidade para início imediato;

• Residir preferencialmente na região Sul (Capela do Socorro / Parelheiros).




PRINCIPAIS ATRIBUIÇÕES:




• Atuar de acordo com as Diretrizes para a organização das ações de reabilitação na rede de cuidados à pessoa com deficiência;

• Conhecer a região de atuação e seus indicadores de saúde;

• Contatar a rede social da região para elaborar informações de recursos disponíveis e formas de encaminhamento;

• Acolher a demanda espontânea;

• Levantar demanda ativa de grupos vulneráveis;

• Informar e esclarecer questionamentos, além de criar mecanismos de informação dentro da unidade;

• Treinar, organizar e acompanhar agendamento de reserva técnica;

• Esclarecer ao usuário sobre o fluxo dos serviços da SMS;

• Sensibilizar os funcionários para que possam lidar com situações de conflitos com usuários/pacientes;

• Repassar à gerência os problemas identificados;

• Realizar contato com familiares de menores desacompanhados;

• Localizar equipamentos que realizem exames de alta complexidade;

• Participar de fóruns, seminários, cursos e outros eventos relevantes à organização, quando determinado;

• Sistematizar os dados de atendimento priorizando os grupos que sejam mais vulneráveis;

• Orientar aos familiares e/ou acompanhantes sobre os procedimentos a serem adotados em caso de óbito;

• Esclarecer aos usuários e funcionários sobre procedimento para marcação de consultas e outras informações pertinentes;

• Acolher denúncias, reclamações, sugestões e elogios, ou qualquer outra forma de manifestação efetuada pelo usuário e funcionários, tendo como objetivo final prevenir e/ou remediar possíveis conflitos;

• Registrar todas as manifestações em formulário próprio para elaboração de relatórios mensais, a serem repassados à gerência, e posteriormente à ASF;

• Preencher instrumento de atendimento;

• Preencher formulário de “ouvidoria”;

• Elaborar relatório mensal baseado nos dados coletados;

• Participar das reuniões do conselho gestor da unidade, bem como reuniões agendadas pela STS (Supervisão Técnica de Saúde), destinadas à categoria ou definidas pela gerência da unidade;

• Participar das reuniões mensais realizadas pela Coordenação.




CONDIÇÕES DA VAGA:




• Carga horária: 30 horas semanais;

• Salário: R$ 5.738,45;

• Benefícios: VR (acima de 06 horas diárias) + VA R$ 200,00 + VT;

• Local de trabalho: São Paulo, especificamente na região Sul (Capela do Socorro / Parelheiros).




ETAPAS DO PROCESSO SELETIVO:




• Ter o currículo cadastrado e atualizado no VAGAS.COM;

• Efetuar candidatura;

• Teste online (se necessário);

• Triagem de currículo;

• Análise de currículo;

• Entrevista online;

• Entrevista individual (se necessário);

• Realização de exame médico admissional;

• Entrega de documentação legal exigida (disponível no site da ASF).




ATENÇÃO: Para a realização do(s) teste(s) online, orientamos que seja(m) realizado(s) em local tranquilo, com boa conexão de internet e utilizando o computador.




* Todas as etapas são classificatórias e/ou eliminatórias.




CRITÉRIOS DE DESEMPATE:




• Na hipótese de igualdade de pontuação final terá preferência, sucessivamente, o candidato: com maior idade, de acordo com o que estabelece a Lei nº 10.741/03 e com o maior número de filhos menores de 18 anos.




INFORMAÇÕES COMPLEMENTARES:




Conforme consta no Regimento Interno de Recursos Humanos da ASF:




• No capítulo II (Da Admissão) Artigo 9º é vedada a admissão de parente (irmão/ã, pai, mãe, filho/a e cônjuge) de Funcionário pertencente ao Quadro de Pessoal da ASF, para trabalhar na mesma unidade institucional e/ou vincular-se hierarquicamente;

• O Código de Ética e Conduta Profissional da ASF está disponível para consulta no site www.saudedafamilia.org / “Espaço reservado ao funcionário – ERF”.




Observação:




• Não omitir se já tiver sido funcionário da ASF, em razão dos prazos legais para recontratação;

• Caso seja convocado (a) para assumir uma vaga efetiva ou por prazo determinado e recuse a oportunidade, será desclassificado (a) do processo seletivo.




VAGAS TAMBÉM PARA PROFISSIONAIS COM DEFICIÊNCIA.




DATA DE INÍCIO E TÉRMINO DA CANDIDATURA: 01/12/2022.


";Associação Saúde da Família;;São Paulo;Pleno;VagasCom;;;Assistente Social - Região Sul (processo Seletivo Misto)
 hoje;"Descrição

Descrição:

Irá atuar na pesagem de caminhões na balança rodoviária, atualização de indicadores logísticos e processos sistêmicos para recebimento de notas fiscais de devolução/retorno, acompanhamento da janela de carregamento e cobranças das transportadoras.


Outros requisitos:

Curso técnico em logística

Disponibilidade de horários, experiência com Excel, conhecimentos básicos na área fiscal.


";Ruston Alimentos;;Jacareí;Técnico;VagasCom;;;Auxiliar de Logística
 hoje;"Descrição

Descrição:

Auxiliar na separação de cargas e remontagem de paletes, pilotar paleteira elétrica, zelar pela organização do CD e prestar auxilio no carregamento de caminhões. 




Rebater fardos, separação de fardos, carregamento, manter o CD limpo e organizado.


Outros requisitos:
Agilidade 
Proativo
Conferente
Comprometimento 
Experiência com paleteira elétrica ";Ruston Alimentos;;Jacareí;Técnico;VagasCom;;;Auxiliar de Logística
 hoje;"Descrição

Pré-requisitos:

Ensino Médio completo
Pacote Office
Habilidade numérica
Disponibilidade de horário, inclusive para os finais de semana
Interesse em trabalhar no comércio e lidar com rotinas administrativas e fluxo de caixa

Local de trabalho: Shopping Campo Grande 
 
Oferecemos:
Excelente ambiente de trabalho, benefícios e remuneração compatíveis com o mercado.";H. Stern;;Campo Grande;Auxiliar/ Operacional;VagasCom;;;Assistente Administrativo de Loja - Campo Grande
 hoje;"Descrição

Vaga exclusiva para Campinas

Buscamos um profissional para executar as atividades de atendimento a alunos e professores, envolvendo as necessidades de informações e de agilização dos processos de atendimento pós-venda.

Principais atividades:

Atender alunos  presencialmente, ou à distância, identificando suas necessidades e orientando-os com todas as informações necessárias sobre os procedimentos e processos em conformidade com Regulamentos e Normas.

Executar rotinas acadêmicas de checagem, organização e execução de ações por meio do sistema de gestão acadêmica, visando a garantia da consistência das informações presentes no sistema;

Receber, analisar e responder, diariamente, solicitações dos alunos, garantindo o cumprimento dos processos e prazos de acordo com as diretrizes estabelecidas;

Realizar o atendimento dos alunos por meio de canais digitais e presencialmente;

Elaborar planilhas e relatórios de acompanhamento para fins de avaliação de KPIs.

Requisitos:

Desejável experiência profissional em atividade no setor de secretaria acadêmica e relacionamento com alunos;

Pacote Office Intermediário

Diferencial

 Experiência no setor de educação executiva (Pós-graduação)";Confidencial;;Campinas;Júnior/ Trainee;VagasCom;;;Auxiliar de suporte acadêmico ( Secretaria Acadêmica)
 hoje;"Descrição

Descrição:
Atuará na manutenção corretiva dos equipamentos do parque fabril;
Desenvolverá trabalho de manutenção preventiva e corretiva.




Aqui na TSEA energia trabalhamos com uma cultura inclusiva dentro do nosso time. Independente de gênero, orientação sexual, idade, raça, etnia, crença ou se você é PCD, aqui você é bem-vindo!


Outros requisitos:
Formação em Técnico Mecânico;
Conhecimento em manutenção de equipamentos industriais;
Pacote Office;
Trabelho em equipe e flexibilidade.";TSEA energia;;Contagem;Técnico;VagasCom;;;Mecânico de Manutenção
 hoje;"Descrição

Descrição:

Mecânico de Manutenção PL

Rio Grande / RS







Descrição:

Projeto temporario de 11 meses.




A SKF líder global em rolamentos e tecnologias de vedação, lubrificação, vibração e engenharia, busca Mecanico Pleno, para atuar em contrato no Rio Grande / RS.




Atividades:




Atende a uma programação definida pelo superior ou conforme solicitação de serviço utilizando-se de material e aparelhos portáteis instrumentos de medição.
Interpreta desenhos e esquemas mecânicos para localização.
Zela pela ordem e limpeza do local de trabalho, material, ferramentas, máquinas e equipamentos utilizados na sua atividade solicitando a remoção, substituição e reparo de peças e equipamentos por assistência técnica especializada, se necessário, bem como observa os procedimentos de segurança no seu trabalho e uso apropriado dos EPIs.
Solicita orçamento de serviços ou a compra de materiais para reposição do estoque ou novas tarefas emitindo as requisições necessárias para aprovação do superior.
Semanalmente verifica o nível de óleo das unidades hidráulicas ou equivalentes e, se necessário, completa o nível.
entra em contato com fabricante para aquisição de informações acordo com especificações do fabricante.
Atua em conjunto com a equipe do fornecedor ou fabricante ou sob orientação do superior:
Participa da elaboração, lê ou interpreta desenhos e esboços.
Executa outras tarefas relacionadas com o cargo, a critério do superior.




Requisitos:




Conhecimento em informática e dispositivos eletrônicos (primordial)
Facilidade no manuseio de Tablet.
Conhecimento no pacote office, especialmente excel.
Ensino Médio completo.
Cursos técnicos na área industrial, será um diferencial.
Residir em Rio Grande ou ter fácil acesso.";SKF do Brasil;;Rio Grande;Auxiliar/ Operacional;VagasCom;;;Mecânico de Manutenção Pl
 hoje;"Descrição

Descrição:

• Experiência no setor automotivo (Engenharia de desenvolvimento de módulos eletrônicos)

• Experiência na área de validação de módulos eletrônicos (Setor automotivo)

• Experiência com software embarcado

• Vivência em atender e dar suporte a pre-produção de veiculos

• Realizar atualização de SW em peças protótipos

• Trabalhar com equipes globais para resolução de problemas.





Idiomas:

Inglês - Nível Avançado e Inglês - Nível Fluente


Outros requisitos:

• Protocolo CAN, Linux, (diferencial QXDM), Vehicle Spy, Vector.";LG Electronics;;Indaiatuba;Supervisão/ Coordenação;VagasCom;;;Engenheiro de Software Automotivo (indaiatuba)
 hoje;"Descrição

Local de Trabalho: Rodovia Anhanguera, São Paulo/SP. 


Descrição:

Auxiliar nas rotinas do departamento administrativo, envolvendo o atendimento ao cliente, acompanhamento de relatórios, elaboração de planilhas e controle de arquivos.

 

Requisitos:

Escolaridade Mínima: Ensino Médio Completo;
Excel Intermediário (desejável avançado);
Pacote Office 
Proativo, responsável, comprometido;
Boa comunicação; 

 

Salário compatível com a função e curso gratuito.

 ";Lactalis do Brasil;;São Paulo;Auxiliar/ Operacional;VagasCom;;;Jovem Aprendiz - Logística
 hoje;"Descrição

Descrição:

Principais responsabilidades: 

Apoiar nos processos de controle da produção dos equipamentos do pátio;
Apoiar nos processos de controle da qualidade dos materiais processados;
Apoiar nos processos logísticos no recebimento e expedição dos materiais;
Apoiar no controle da telemetria dos equipamentos;
Apoiar nos processos de inventários.

Outros requisitos:

Requisitos Mínimos:

Cursando ensino superior (Engenharias),
Pacote Office Intermediário (Word, Excel, Power Point).";ArcelorMittal;;São Paulo;Estágio;VagasCom;;;Estágio Nível Superior - Pátio
