Data_Publicacao;Descricao;Empresa;Funcao;Localidade;Nivel_experiencia;Plataforma;Setor;Tipo_emprego;Titulo
14 hours ago ;"Descrição da Vaga




O UOL Conteúdo e Serviços é muito mais do que a maior empresa de conteúdo, serviços e produtos digitais da América Latina. Já são 25 anos inovando e fazendo acontecer, afinal, para quem foi responsável por conectar a primeira pessoa do Brasil à internet, é essencial continuar criando conteúdo e, mais do que isso, criando conexões. A busca contínua por inovação é o que nos mantêm em movimento, e isso só é possível por causa das pessoas que fazem parte deste universo.




Aqui, você encontrará um ambiente colaborativo, disruptivo e de aprendizado constante. Quer fazer parte desse time? Então, confira esta oportunidade e #VemProUOL!




No UOL todas as pessoas são bem-vindas😊, sem distinção de gênero, orientação sexual, etnia, cultura, religião, deficiência etc. O importante é você gostar de desafios, trabalhar bem em equipe, vivenciar nossa cultura e nossa missão de conectar cada brasileiro e brasileira ao seu universo.




Responsibilities and assignments




Acompanhar o estoque corporativo.
Realizar interface com as áreas de negócio.
Executar cadastro de fornecedores no sistema WebForLink.
Realizar controle, divisão e entrega dos convites de relacionamento.




Requirements And Qualifications




Superior em Marketing, Administração ou áreas correlatas.
Pacote Office intermediário, com foco em Excel, Word e PowerPoint.





Informações Adicionais




Desejável




Conhecimento em logística.




SOBRE NÓS




Há mais de 25 anos, o UOL CS se consagrou pioneiro na internet. Com produtos e serviços de qualidade, informação com credibilidade e recorde de audiência, hoje, somos a maior empresa de conteúdo, serviços e produtos digitais do país.




A constante busca por inovação ao longo dessa história é o que nos move, e essa missão só é possível por causa de cada uma das pessoas que fazem parte do UOL CS.




Aqui, você encontrará um ambiente colaborativo e de aprendizado constante.




Quer fazer parte desse #universoonline? Então, confira as nossas vagas!";UOL ;; São Paulo, São Paulo, Brazil;;LinkedIn;;;Auxiliar Administrativo
7 hours ago ;"Detalhes da vaga




Requisitos




Formação: Ensino Médio Completo
Pacote Office.
Conhecimento Smart e Tasy
Experiência na área.




Atividades




Recepcionar visitantes, pacientes e médicos.
Fornecer informações quanto às normas e serviços prestados pelo hospital cadastrar e identificar através do sistema.
Informar e entregar crachás referente aos locais solicitados.
Realizar todas as atividades mantendo o alinhamento às premissas de sustentabilidade com o objetivo de atender aos requisitos das Políticas ESG da Companhia.
Entre outras atividades




Outras Informações




Local de trabalho: Hospital Aeroporto
Escala de trabalho: 180 - (12X36) - 07:00 13:00 14:00 19:00 - SD
Disponibilidade para treinamento.";Rede D'Or São Luiz ;; Lauro de Freitas, Bahia, Brazil;;LinkedIn;;;Recepcionista - Emergência - Hospital
3 hours ago ;"Venha fazer parte da #GeraçãoAché!

Somos um time diverso, com diferentes competências, experiências, pensamentos, crenças, etnias, idades, gêneros, culturas e conhecimentos, que se somam fazendo do Aché uma empresa de trajetória vencedora.

Buscamos profissionais que, assim como nós, buscam incessantemente a excelência, com disposição para evoluir e crescer sempre. Compartilhando dos mesmos valores, trabalhamos pelo propósito de levar mais vida às pessoas onde quer que elas estejam.

Inscreva-se!

Responsabilidades e atribuições

Data limite para inscrição: 23/02/2023

Pesar, manipular, transportar/transferir/conferir/fracionar/acondicionar matérias-primas, produtos semiacabados, utilizando carrinhos hidráulicos e/ou empilhadeira de pequeno porte;
Lavar e sanitizar equipamentos, peças, tubulações, barricas plásticas;
Executar controles em processo simples (umidade, friabilidade, peso, espessura, dureza, teste de vedação, volume de enchimento etc.);
Preencher manual ou eletrônica de documentações de Produção e fazer cálculos necessários;
Receber, separar, conferir resíduos dos materiais de produção, encaminhando para incineração e reciclagem;
Fabricar e intervir no processo de fabricação/embalagem de produtos, bem como interpretação de resultados, contribuir na solução de imprevistos técnicos/operacionais durante os processos;
Realizar operações em sistemas informatizados da produção presentes na companhia. Ex: SAP; PHARMA SUÍTE; OEE; MÊS;
Liberar linhas/processos produtivos para rotina de produção;
Participar na elaboração de Procedimentos Operacionais Padrão;
Acompanhar e revisar os processos operacionais, identificando melhorias e traçando planos e correções técnicas sempre que necessário;
Dar suporte ao Técnico e Coordenador de Produção e áreas de Desenvolvimento em decisões e sugestões que envolvam aspectos técnicos específicos dos equipamentos e/ou processos;
Participar em Manutenções preventivas sob coordenação da Manutenção.


Requisitos e qualificações

Imprescindível

Ensino médio completo;
Curso técnico em Farmácia, Química, Mecânica, Automação, Elétricas e áreas afins...);
Pacote office.


Desejável

Desejável e experiência em indústria Farmacêutica, na etapa de Fabricação de Sólidos;
Possuir conhecimento dos equipamentos na Fabricação de Sólidos, Leitos Fluidizados, Coluna de mistura, Rolo compactador, Compressora, Encapsuladora e Revestidora;
Ter conhecimento com sistema SAP.


Obs.: O Aché valoriza e fomenta a diversidade, abrindo oportunidades para todos com igualdade.

Informações adicionais

Local de trabalho: Pernambuco - Rodovia PE 009 , 5601, Zona Industrial de Suape - Cabo de Santo Agostinho";Aché Laboratórios ;; Cabo de Santo Agostinho, Pernambuco, Brazil;;LinkedIn;;;OPERADOR TÉCNICO PRODUÇÃO III
11 hours ago ;"DESCRIÇÃO DA VAGA




Se você é movido por desafios, tem espírito de dono, foco no cliente, excelente comunicação e está o tempo todo bem-informado, queremos nos conectar com você!

Somos mais de 30mil colaboradores espalhados por todo Brasil, com brilho nos olhos e vontade de fazer acontecer, cada um com um perfil único e conectados pelo mesmo objetivo: digitalizar para aproximar.

Temos a missão de transformar a experiência de milhões de clientes e fazemos isso sendo colaborativos, curiosos, cuidando das pessoas e valorizando a autonomia e a individualidade de cada um.

Vagas disponíveis nas cidades e regiões metropolitanas:

Fortaleza/CE, São Paulo/SP, , Salvador/BA e Vitória/ES - Treinamento e trabalho em home office;




Vagas disponíveis para capital:

Belém/PA, Cuiabá/MT, Manaus/AM, Recife/PE, Rio Branco/AC, São Luis/MA - Treinamento e trabalho em home office;

Faça parte dessa revolução digital, vem transformar a vida das pessoas.




RESPONSABILIDADES E ATRIBUIÇÕES:




Para nós, atender o cliente é uma verdadeira paixão que nos impulsiona a buscar todos os dias melhores maneiras de criar experiências positivas. A área de relacionamento e negócios da Vivo é responsável pela gestão da experiência do cliente e por gerar novos negócios em cada contato em nossos canais atendimento.

Sua missão vai muito além de encantar o cliente, queremos:

Em cada atendimento com os clientes oferecer os produtos e serviços da Vivo buscando incrementar nossa base trazendo novos clientes ou incorporando novos serviços e produtos;
Sondar as necessidades dos clientes oferecendo produtos e serviços adequados a cada perfil;
Negociar as dívidas oferecendo soluções de pagamento aderentes ao momento dos clientes;
Reter e fidelizar atuando na resolução dos problemas e adequação das ofertas dos clientes;
Ampliar as possibilidades de conexão dos clientes através da venda de serviços digitais;
Garantir a melhor experiência aos nossos clientes em cada contato, resolvendo, investigando e entregando o seu melhor.
Ser inconformado com os problemas que nossos clientes relatam, sugerindo mudanças nos procedimentos de atendimento e correções nos nossos processos.




REQUISITOS E QUALIFICAÇÕES:




Capacidade para se comunicar de maneira livre e informal, buscando atendimento diferenciado;
Ser resiliente, organizado e capaz de gerir suas metas garantindo seu atingimento;
Ser um bom ouvinte e usar de empatia para entender as necessidades do cliente;
Interesse por tecnologia, capacidade de aprender sobre os produtos da Vivo e seus parceiros;
Excelente pensamento criativo e habilidades para transformar um contato para a solução de um problema em um cenário de venda;
Encarar as mudanças como oportunidades e reconhecer os erros como aprendizado;
Promover um bom ambiente para trabalhar, estabelecendo relações de transparência e confiança com seus pares e liderança;
O domínio de informática e pacote office é algo primordial;
Possuir Ensino médio completo.
Experiência com vendas, fidelização ou cobrança será um diferencial.




REQUISITOS TÉCNICOS:




Necessário estrutura com internet (mínimo 50MB), espaço para mesa e cadeira, bem como uma boa iluminação e ventilação, para trabalho em home office.
Disponibilidade para trabalhar a partir das 14h.




INFORMAÇÕES ADICIONAIS:




Na Vivo não medimos esforços em apoiar e valorizar nossos colaboradores! Não são apenas excelentes benefícios, eles também são flexíveis para atender as suas necessidades.




Oferecemos a modalidade de home office para as vagas de atendimento ao cliente. Legal, né? Oferecemos uma ajuda de custo, para que você possa trabalhar de casa, além de uma oferta exclusiva com desconto especial em linha da Vivo fixa, banda larga, TV e apps;
Plano móvel gratuito na categoria controle após 3 meses de empresa;
Escolher o benefício ideal para você e seus dependentes de forma personalizada: Academia, VR, VA, Auxílio Farmácia, Assistência Médica, Odontológica e Seguro de Vida;
Tem filhos? Terá direito a um auxílio para ajudar nas despesas com escola, creche ou babá;
Viver em um ambiente que respeitará sua personalidade, seu estilo de se vestir, seu jeito de ser e poderá ser autêntico. #VemdeVocê
Aproveitar um dia de folga (Day off) para comemorar seu aniversário;
Participar de um dos maiores programas de voluntariado corporativo para você transformar o mundo, em parceria com a Fundação Telefônica Brasil;
Usufruir do nosso Programa de Desenvolvimento Educacional que oferece parcerias em instituições de ensino com desconto; certificações e cursos online;
Potencializar sua carreira por meio do nosso Programa de Recrutamento Interno;
Programa de remuneração variável.







SOBRE NÓS:

Somos uma empresa do Grupo Telefônica, líder em telecomunicações no Brasil. Trabalhamos com o propósito de Digitalizar para Aproximar pessoas, negócios e toda sociedade, construindo uma nação mais conectada e transformando a vida dos brasileiros.




Buscamos ampliar a autonomia, a personalização e as escolhas em tempo real dos nossos clientes, colocando-os no comando da sua vida digital, com segurança e confiabilidade – tudo isso com a qualidade que só a Vivo tem.

Para que isso seja possível, lideramos um processo de transformação digital e estamos revolucionando a Vivo de dentro para fora. Implementamos metodologias ágeis por toda a empresa, buscando nos conectar com as formas mais inovadoras e colaborativas de se trabalhar. Atuamos para fomentar um ambiente de trabalho diverso e inclusivo que estimula a criatividade, gerando inovação e aumentando o engajamento.




Acreditamos que o caminho para oferecer a melhor experiência ao nosso cliente começa pela boa experiência do nosso colaborador.

#VempraVivo";Vivo (Telefônica Brasil) ;; Brazil;;LinkedIn;;;Atendente Negócios Vivo | Home Office
6 hours ago ;"ATIVIDADES DESENVOLVIDAS: Repor mercadorias nas gôndolas e expositores.

REQUISITOS: Mínimo 06 meses experiência na função. Disponibilidade para trabalhar no bairro Dehon.

HORÁRIO: Segunda a Sexta feira das 22:00 as 05:00.

SALÁRIO: A combinar.

BENEFÍCIOS: Vale transporte e refeição no local.";Netvagas ;; Tubarao, Maranhão, Brazil;;LinkedIn;;;Repositor
3 hours ago ;"Sua missão será movimentar mercadorias com zelo, atenção e cuidado com o patrimônio do cliente, oferecendo um bom atendimento sempre com o foco do cliente.

Mais do que contratar pessoas, queremos gerar oportunidades para todos, garantindo a inclusão de perfis cada vez mais diversos para somar com NOSSA GENTE! Se você também pensa assim, que tal fazer parte desse time?

Responsabilidades e atribuições

Manuseio, carregamento e descarregamento de mercadorias sempre respeitando a simbologia;
Zelar e cuidar dos equipamentos (caminhão, paleteira, paletes, esteira, etc.);
Coletar e entregar mercadorias no cliente;
Atendimento ao cliente;
Limpeza e organização do ambiente de trabalho;
Conferência e etiquetagem quando necessário;
Apoio ao motorista, conferente e arrumadores;
Dar baixa nas entregas e coletas utilizando celular.


Requisitos e qualificações

Ensino fundamental completo;
Não é necessária experiência, mas será um diferencial se tiver experiência anterior no segmento.


Informações adicionais

Nossos benefícios:

Vale-Refeição;
Assistência Médica (Bradesco Saúde);
Assistência Odontológica (Bradesco Dental);
Cesta Básica;
Seguro de Vida;
Convênio Farmácia;
Parceria de apoio psicológico (Vittude).";Jamef Transportes ;; Salvador, Bahia, Brazil;;LinkedIn;;;Ajudante de Carga
3 hours ago ;"Sua missão será movimentar mercadorias com zelo, atenção e cuidado com o patrimônio do cliente, oferecendo um bom atendimento sempre com o foco do cliente.

Mais do que contratar pessoas, queremos gerar oportunidades para todos, garantindo a inclusão de perfis cada vez mais diversos para somar com NOSSA GENTE! Se você também pensa assim, que tal fazer parte desse time?

Responsabilidades e atribuições

Manuseio, carregamento e descarregamento de mercadorias sempre respeitando a simbologia;
Zelar e cuidar dos equipamentos (caminhão, paleteira, paletes, esteira, etc.);
Coletar e entregar mercadorias no cliente;
Atendimento ao cliente;
Limpeza e organização do ambiente de trabalho;
Conferência e etiquetagem quando necessário;
Apoio ao motorista, conferente e arrumadores;
Dar baixa nas entregas e coletas utilizando celular.


Requisitos e qualificações

Ensino fundamental completo;
Não é necessária experiência, mas será um diferencial se tiver experiência anterior no segmento.


Informações adicionais

Nossos benefícios:

Vale-Refeição;
Assistência Médica (Bradesco Saúde);
Assistência Odontológica (Bradesco Dental);
Cesta Básica;
Seguro de Vida;
Convênio Farmácia;
Parceria de apoio psicológico (Vittude).";Jamef Transportes ;; Salvador, Bahia, Brazil;;LinkedIn;;;Ajudante de Carga
7 hours ago ;"Detalhes da vaga




Requisitos




Formação: 2º grau completo
Boa fluência verbal,, boa dicção, audição e escrita
Habilidades com computador
Conhecimento pacote Office
Não é exigida experiência em Call Center




Atividades




Realizar operações receptivas, esclarecendo dúvidas e realizando quando necessário a abertura de chamados internos para solicitações que não podem ser resolvidas no momento da ligação e direcionamento às áreas responsáveis. Administrar sua demanda individual, para não impactar no resultado do time.




Outras Informações




Local de trabalho; Passeio - RJ
Escala de trabalho; 6x1 (12:20 às 18:40)
Disponibilidade para treinamento.";Rede D'Or São Luiz ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;Operador de Teleatendimento - Suporte Corporativo
21 hours ago ;"Sua Missão Será:




Profissional responsável por recepcionar visitantes e/ou colaboradores procurando identificá-los, averiguando suas pretensões para prestar-lhes informações e/ou encaminhá-los a pessoas ou setor procurados. Atender chamadas telefônicas. Anotar recados e direcionar correspondências.




Atividades:




Realizar atendimento presencial ou telefonico através do atendimento com gentileza e cortesia a fim de direcionar a área desejada e esclarecer dúvidas.
Suportar às demais áreas executando atividades simples a fim de contribuir com as áreas.
Cumprimentar, receber e encaminhar os visitantes as áreas devidas.
Encaminhar os visitantes à pessoa e escritório apropriados.
Atender, selecionar e encaminhar telefonemas recebidos.
Garantir que a área da recepção esteja arrumada e apresentável, com todo material de escritório necessário (por ex., canetas, formulários e blocos).
Fornecer informações básicas e exatas pessoalmente e por telefone/e-mail
Receber, organizar e distribuir diariamente a correspondência/entregas.
Manter a segurança do escritório ao seguir procedimentos de segurança e ao controlar o acesso que deve passar pela mesa da recepção (monitorar o livro de ocorrências, emitir crachás de visitante).
Fazer reservas de salas.";Grupo PMZ ;; Manaus, Amazonas, Brazil;;LinkedIn;;;AM02 | RECEPCIONISTA ATENDENTE
10 hours ago ;"Job Description

RP 160223

Atividades Desenvolvidas: Atendimento ao cliente (Online e telefônico); Lançamento de pedidos; SAC.

Contrato: Efetivo (CLT)

Carga Horária: 44h semanais (09h às 18h)

Local: Salvador/BA

Salário + Benefícios.

Requisitos

Requisitos

Escolaridade: Ensino Médio Completo.

Conhecimentos Técnicos: Experiência na área de teleatendimento; Pacote Office; Atendimento ao cliente.

Benefícios

Benefícios

Comissão

Transporte

Café da manhã

Seguro de vida

Plano odontológico

Requirements

Requisitos: Escolaridade: Ensino Médio Completo. Conhecimentos Técnicos: Experiência na área de teleatendimento; Pacote Office; Atendimento ao cliente.";Trinnus RH ;; Salvador, Bahia, Brazil;;LinkedIn;;;Atendente (Teleatendimento)
