Data_Publicacao;Descricao;Empresa;Funcao;Localidade;Nivel_experiencia;Plataforma;Setor;Tipo_emprego;Titulo
7 hours ago ;"Realizará pintura, manutenção em geral, limpeza e dará auxílio em sepultamentos.

Beneficios

Vale Transporte; Cesta básica;

Formação Acadêmica

Ensino médio completo

Experiência

Experiência como ajudante geral manutenção.

Salário

1735

Cargo

Ajudante geral

Empresa

Conexão Empregos

Consultoria em recrutamento e seleção.

Ramo

Recursos Humanos/ Recrutamento e seleção";Conexão Empregos ;; Brazil;;LinkedIn;;;Ajudante geral manutenção
3 hours ago ;"Quer fazer parte de um dos maiores sistema de Cooperativas do Brasil?

Nosso proposito é humanizar as relações financeiras!

E ai, você topa esse desafio?

Responsabilidades e atribuições

Verificar, processar e registrar precisamente a entrada e a saída de caixa em transações em dinheiro, em cheque ou com cartão de crédito, a fim de proporcionar maior segurança no atendimento.
Divulgar e comercializar produtos e serviços de acordo com a necessidade de cada associado.
Atender cooperados em suas necessidades, através da identificação de soluções para suas demandas
Coletar documentação e realizar cadastro dos cooperados visando agilizar o processo e atender cooperado com eficiência.
Prestar suporte aos cooperados nos sistemas de cobrança, realizando a orientação sobre a utilização, visando atendimento com eficiência e satisfação do cooperado


Requisitos e qualificações

Ensino Superior Completo;
Diferencial certificação CPA-10;


Informações adicionais

Trabalhar em equipe

Cooperação

Habilidade de comunicação";Sicoob Sul ;; Curitiba, Paraná, Brazil;;LinkedIn;;;Agente de Relacionamento - Caixa
3 hours ago ;"A Bluefit é uma rede de academias brasileira, que atua dentro do segmento value service, com um ambicioso projeto de expansão.

Nossa missão é: ""Acabar com as desculpas para não treinar"".

Buscamos profissionais qualificados que possuam vontade e determinação em evoluir e se juntar a nós nessa jornada. Venha dar um BLUE na sua carreira!

Perfil do Profissional

Fazem parte de nossa equipe aqueles que não buscam apenas um trabalho, mas pessoas que fazem do trabalho uma forma de transformação de qualidade de vida, seja como autocuidado ou cuidando dos outros. Para isso procuramos por aqueles que possuem os nossos valores:

Transparência: Ser autêntico e comprometido com a verdade;
Tratamento Igualitário: Tratar bem, não importa a quem;
Visão de Dono: Vestir a camisa e colocar a mão na massa;
Gostar de Pessoas: Cuidar das pessoas para que possam viver melhor;
Vontade de Evoluir: Nosso negócio só continua a crescer quando nossos Blues crescem e se desenvolvem.


Vem com a gente, colorir o Brasil de Blue!

Responsabilidades e atribuições

Atender o cliente pessoalmente, via internet, telefone ou whatsapp;
Realizar venda ativa através do telefone ou whatsapp;
Realizar o processo de venda dos planos da Academia;
Captar clientes;
Cadastrar os alunos no sistema;
Contatar os inadimplentes e realizar as negociações conforme procedimento interno;
Fechar o caixa diário;
Preencher e atualizar os controles administrativos (planilha de manutenção, críticas, soluções e elogio);
Formalizar e encaminhar as solicitações dos clientes internos e/ou externos para o supervisor da unidade;
Controlar e liberar a catraca de acesso para os clientes internos e externos;
Orientar e esclarecer dúvidas dos clientes internos e/ou externos;
Receber, organizar e distribuir as correspondências;
Receber e organizar os objetos correspondente aos achados e perdidos conforme regulamento interno;
Prover ideias e sugestões para a melhoria contínua dos processos da recepção;
Informar o supervisor de qualquer ocorrência na unidade referente a parte estrutural, manutenção, colaboradores e clientes;
Zelar pela perfeita conservação, limpeza e ordem da recepção;
Executar outras tarefas correlatas, conforme necessidade do serviço e orientação do superior imediato,
Elaborar e atualizar relatórios e controles da unidade e enviar para o superior imediato, (documentos relacionados com vendas, mudança de plano, movimentação de clientes, movimentação de pessoal/equipe e visitantes, inadimplentes);
Interagir com sua equipe e gestão no aprimoramento e desenvolvimento de novas visões e de relatórios que atenda suas necessidades. Criar condições para a tomada de decisões;
Atuar junto ao Supervisor da unidade para gerar ações de prospecção de clientes e parceiros (Captação de informações de mercado, clientes, consumidores e abastecer a gestão da Bluefit com os dados levantados para o Network e Benchmark);
Capacitar e desenvolver sua equipe. Aplicar treinamento inicial aos novos colaboradores e reciclagem conforme necessidade da unidade;
Entrevistar e selecionar pessoas para compor sua equipe e participar do processo de admissão da equipe, (recolher e conferir a documentação dos aprovados e envia-los para o Departamento Pessoal);
Adotar medidas cabíveis para garantir a segurança contra riscos de acidentes dos colaboradores e clientes;
Informar o superior imediato de qualquer ocorrência na unidade referente a parte estrutural, manutenção, colaboradores e clientes;
Zelar pela perfeita conservação e organização do seu local de trabalho;
Inspecionar a equipe sobre a correta e necessária utilização do uniforme, bem como a utilização dos equipamentos e consumo justo dos materiais de escritório e limpeza;
Executar outras tarefas correlatas, conforme necessidade do serviço e orientação do superior imediato.


Requisitos e qualificações

Ensino médio completo ou cursando superior;
Experiência na função;
Informática básica (WORD, EXCEL).


Informações adicionais

Local de atuação: Q SEPN Conjunto E, Quadra 516 - 2° Subsolo - Asa Norte, Brasília - DF, 70770-520
Horário de atuação: Segunda a Sexta-feira das 15:30 às 00:00 Sábado, Domingo e Feriados mediante escala.
Benefícios: VR + Vale Transporte + Plano Vip GOLD com direito a acompanhante.";Bluefit Academia ;; Brasília, Federal District, Brazil;;LinkedIn;;;ATENDENTE - UNIDADE ASA NORTE
3 hours ago ;"A Bluefit é uma rede de academias brasileira, que atua dentro do segmento value service, com um ambicioso projeto de expansão.

Nossa missão é: ""Acabar com as desculpas para não treinar"".

Buscamos profissionais qualificados que possuam vontade e determinação em evoluir e se juntar a nós nessa jornada. Venha dar um BLUE na sua carreira!

Perfil do Profissional

Fazem parte de nossa equipe aqueles que não buscam apenas um trabalho, mas pessoas que fazem do trabalho uma forma de transformação de qualidade de vida, seja como autocuidado ou cuidando dos outros. Para isso procuramos por aqueles que possuem os nossos valores:

Transparência: Ser autêntico e comprometido com a verdade;
Tratamento Igualitário: Tratar bem, não importa a quem;
Visão de Dono: Vestir a camisa e colocar a mão na massa;
Gostar de Pessoas: Cuidar das pessoas para que possam viver melhor;
Vontade de Evoluir: Nosso negócio só continua a crescer quando nossos Blues crescem e se desenvolvem.


Vem com a gente, colorir o Brasil de Blue!

Responsabilidades e atribuições

Atender o cliente pessoalmente, via internet, telefone ou whatsapp;
Realizar venda ativa através do telefone ou whatsapp;
Realizar o processo de venda dos planos da Academia;
Captar clientes;
Cadastrar os alunos no sistema;
Contatar os inadimplentes e realizar as negociações conforme procedimento interno;
Fechar o caixa diário;
Preencher e atualizar os controles administrativos (planilha de manutenção, críticas, soluções e elogio);
Formalizar e encaminhar as solicitações dos clientes internos e/ou externos para o supervisor da unidade;
Controlar e liberar a catraca de acesso para os clientes internos e externos;
Orientar e esclarecer dúvidas dos clientes internos e/ou externos;
Receber, organizar e distribuir as correspondências;
Receber e organizar os objetos correspondente aos achados e perdidos conforme regulamento interno;
Prover ideias e sugestões para a melhoria contínua dos processos da recepção;
Informar o supervisor de qualquer ocorrência na unidade referente a parte estrutural, manutenção, colaboradores e clientes;
Zelar pela perfeita conservação, limpeza e ordem da recepção;
Executar outras tarefas correlatas, conforme necessidade do serviço e orientação do superior imediato,
Elaborar e atualizar relatórios e controles da unidade e enviar para o superior imediato, (documentos relacionados com vendas, mudança de plano, movimentação de clientes, movimentação de pessoal/equipe e visitantes, inadimplentes);
Interagir com sua equipe e gestão no aprimoramento e desenvolvimento de novas visões e de relatórios que atenda suas necessidades. Criar condições para a tomada de decisões;
Atuar junto ao Supervisor da unidade para gerar ações de prospecção de clientes e parceiros (Captação de informações de mercado, clientes, consumidores e abastecer a gestão da Bluefit com os dados levantados para o Network e Benchmark);
Capacitar e desenvolver sua equipe. Aplicar treinamento inicial aos novos colaboradores e reciclagem conforme necessidade da unidade;
Entrevistar e selecionar pessoas para compor sua equipe e participar do processo de admissão da equipe, (recolher e conferir a documentação dos aprovados e envia-los para o Departamento Pessoal);
Adotar medidas cabíveis para garantir a segurança contra riscos de acidentes dos colaboradores e clientes;
Informar o superior imediato de qualquer ocorrência na unidade referente a parte estrutural, manutenção, colaboradores e clientes;
Zelar pela perfeita conservação e organização do seu local de trabalho;
Inspecionar a equipe sobre a correta e necessária utilização do uniforme, bem como a utilização dos equipamentos e consumo justo dos materiais de escritório e limpeza;
Executar outras tarefas correlatas, conforme necessidade do serviço e orientação do superior imediato.


Requisitos e qualificações

Ensino médio completo ou cursando superior;
Experiência na função;
Informática básica (WORD, EXCEL).


Informações adicionais

Local de atuação: Q SEPN Conjunto E, Quadra 516 - 2° Subsolo - Asa Norte, Brasília - DF, 70770-520
Horário de atuação: Segunda a Sexta-feira das 15:30 às 00:00 Sábado, Domingo e Feriados mediante escala.
Benefícios: VR + Vale Transporte + Plano Vip GOLD com direito a acompanhante.";Bluefit Academia ;; Brasília, Federal District, Brazil;;LinkedIn;;;ATENDENTE - UNIDADE ASA NORTE
7 hours ago ;"Auxilio em rotinas administrativas.

Beneficios

A Combinar;

Formação Acadêmica

Ensino médio completo.

Experiência

Experiência como auxiliar de escritório.

Salário

1449.48

Cargo

Auxiliar de escritório

Empresa

Ello Seleção

Consultoria em recursos humanos.

Ramo

Recursos Humanos/ Recrutamento e seleção";Ello Seleção de Pessoal Ltda ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;Auxiliar de escritório
3 hours ago ;"Aqui somos feitos de valores e, para nós, o cooperativismo é mais que um modelo de negócios: é estabelecer relações com a comunidade a qual estamos inseridos buscando as melhores oportunidades para todos.

A agência Campo Bom (RS) está buscando profissional para fazer parte do time.

O nosso propósito é ""Conectar pessoas, para transformar vidas e promover prosperidade"". Você se identifica? Então essa oportunidade é para você! :)

Venha fazer parte!

Responsabilidades e atribuições

Realizar o atendimento a associados, prestando informações e orientações sobre produtos e serviços financeiros (seguros, financiamentos, consórcios, investimentos, entre outros);
Negociar, comercializar e executar a venda de produtos e serviços da Cooperativa;
Atuar na prospecção, ampliando o relacionamento com novos associados;
Prestar suporte operacional ao Gerente de Negócios da carteira.


Requisitos e qualificações

Residir em Campo Bom (SC) ou cidades próximas;
Graduação completa ou em andamento nos cursos de Administração, Ciências Contábeis, Economia ou áreas afins;
Experiência com atendimento nas carteiras Pessoa Física (PF) ou Pessoa Jurídica (PJ) será um diferencial;
Certificações CPA 10, CPA 20, CEA ou conhecimento sobre mercado financeiro serão diferenciais.


Informações adicionais

Benefícios:

Vale transporte;
Vale alimentação;
Plano de saúde e odontológico;
PPR;
Previdência privada;
Anuênio;
Auxílio educação;
Auxílio infantil;
Treinamentos Regulares.";Sicoob MaxiCrédito ;; Campo Bom, Rio Grande do Sul, Brazil;;LinkedIn;;;Agente de Atendimento de Negócios
7 hours ago ;"Responsável por produzir e organizar documentos, preparar relatórios e planilhas, controlar o estoque, materiais e afins. Além disso, ele pode realizar rotinas bancárias, atendimento pessoal e telefônico.

Beneficios

A Combinar;

Formação Acadêmica

Ensino médio completo.

Experiência

Experiência como auxiliar de escritório.

Salário

1500

Cargo

Auxiliar de escritório

Empresa

Ello Seleção

Consultoria em recursos humanos.

Ramo

Recursos Humanos/ Recrutamento e seleção";Ello Seleção de Pessoal Ltda ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;Auxiliar de escritório
4 hours ago ;"DESCRIÇÃO

Atividades

Rondas, modulação via HT, recebimento de carro forte, monitoramento.

Posto SERET VALORES.

Requisitos: Ensino médio completo

Escala/Horário: 12x36 diurno.

Local de trabalho: Rio de Janeiro, RJ
Regime de contratação de tipo: Efetivo – CLT
Jornada: Noturno
Área e especialização profissional: Segurança - Segurança Patrimonial
Nível hierárquico: Operacional
REQUISITOS

Escolaridade Mínima: Ensino Médio (2º Grau)

Formação Desejada

Vigilante de segurança, Curso extra-curricular / Profissionalizante
VALORIZADO

Tempo de experiência: Entre 1 e 3 anos

BENEFÍCIOS

Vale Alimentação - R$ 33,88
Periculosidade 30%";Security Segurança e Serviços ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;Vigilante
4 hours ago ;"DESCRIÇÃO

Atividades

Rondas, modulação via HT, recebimento de carro forte, monitoramento.

Posto SERET VALORES.

Requisitos: Ensino médio completo

Escala/Horário: 12x36 diurno.

Local de trabalho: Rio de Janeiro, RJ
Regime de contratação de tipo: Efetivo – CLT
Jornada: Noturno
Área e especialização profissional: Segurança - Segurança Patrimonial
Nível hierárquico: Operacional
REQUISITOS

Escolaridade Mínima: Ensino Médio (2º Grau)

Formação Desejada

Vigilante de segurança, Curso extra-curricular / Profissionalizante
VALORIZADO

Tempo de experiência: Entre 1 e 3 anos

BENEFÍCIOS

Vale Alimentação - R$ 33,88
Periculosidade 30%";Security Segurança e Serviços ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;Vigilante
4 hours ago ;"DESCRIÇÃO

Atividades

Rondas, modulação via HT, recebimento de carro forte, monitoramento.

Posto SERET VALORES.

Requisitos: Ensino médio completo

Escala/Horário: 12x36 diurno.

Local de trabalho: Rio de Janeiro, RJ
Regime de contratação de tipo: Efetivo – CLT
Jornada: Noturno
Área e especialização profissional: Segurança - Segurança Patrimonial
Nível hierárquico: Operacional
REQUISITOS

Escolaridade Mínima: Ensino Médio (2º Grau)

Formação Desejada

Vigilante de segurança, Curso extra-curricular / Profissionalizante
VALORIZADO

Tempo de experiência: Entre 1 e 3 anos

BENEFÍCIOS

Vale Alimentação - R$ 33,88
Periculosidade 30%";Security Segurança e Serviços ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;Vigilante
