Data_Publicacao;Descricao;Empresa;Funcao;Localidade;Nivel_experiencia;Plataforma;Setor;Tipo_emprego;Titulo
2 hours ago ;"AdministraçãoLocalização




Área de atuação:




Belo Horizonte-MGAtribuições




Área de formação: Superior em curso nas áreas de Psicologia, Administração, ou Gestão de Recursos Humanos Abrangência territorial do processo seletivo: Belo Horizonte/Sede Administrativa do Instituto Elo Atribuições gerais do cargo: Auxiliar o departamento na execução das atividades relacionadas à controle de férias, conferencia folha de pagamento, acerto rescisório, ponto eletrônico, movimentações de benefícios, como: odontológico; vale transporte; vale refeição/alimentação; seguro de vida; sindicato; elaboração, controle e atualizações de diversas planilhas; dentre outras atividades correlatas ao departamentoRequisitos:




Da qualificação exigida: Formação nível Superior em curso nas áreas de Psicologia, Administração, ou Gestão de Recursos Humanos. Necessário: experiência mínima de 06 meses em departamento pessoal, como: controle de férias, conferencia folha de pagamento, acerto rescisório, ponto eletrônico, movimentações de benefícios, como: odontológico; vale transporte; vale refeição/alimentação; seguro de vida; sindicato; elaboração, controle e atualizações de diversas planilhas; dentre outras atividades correlatas ao departamento. Nível intermediário de Excel. A experiência de pelo menos 06 meses nas atribuições descritas acima deverá ser comprovada por declaração em papel timbrado e com telefone da empresa na qual atuou Ter experiência nas rotinas descritas como atribuições do cargo. Da inscrição: Após o preenchimento do formulário de inscrição, é vedada a possibilidade de alteração. A inscrição do candidato implica no conhecimento e tácita aceitação das normas e condições estabelecidas neste Edital e nos demais atos disciplinadores do processo seletivo, em relação aos quais não poderá alegar desconhecimento. O pedido de inscrição deverá ser efetuado, exclusivamente via internet, no sítio eletrônico www.institutoelo.org.br, as inscrições deverão ser realizadas entre o dia 30/08/2022 e o dia 11/09/2022 até as 23:59 horas. As inscrições devem ser realizadas utilizando o navegador Chrome, Internet Explorer ou Firefox. O instituto Elo não se responsabilizará por inscrições que deixarem de ser concretizadas por motivos de ordem técnica dos computadores, falhas de comunicação, congestionamento das linhas de comunicação ou outros fatores de ordem técnica que impossibilitem a transferência de dados. O candidato aprovado em mais de 01 (um) processo seletivo e convocado, se aceitar a convocação, será eliminado automaticamente dos demais bancos de classificados, desde que para a mesma função. O candidato funcionário ou ex-funcionário do Instituto Elo, deve obrigatoriamente informar esta condição no momento da entrevista à banca examinadora.Escolaridade mínima exigida:




Sem informação";Instituto Elo ;; Belo Horizonte, Minas Gerais, Brazil;;LinkedIn;;;ASSISTENTE ADMINISTRATIVO (Departamento Pessoal Com Foco Generalista)
1 hour ago ;"Programação de férias; Folha de pagamento; Cálculos dos adiantamentos dos funcionários (quinzenal) do grupo; Envios dos exames obrigatórios SST; Controle de vales transportes; Envio de variáveis para contabilidade, faltas, pensões, vales, dissídio, adiantamentos; Informar a contabilidade sobre as mudanças de centro de custo de funcionários.

Beneficios

A Combinar;

Formação Acadêmica

Ensino superior completo.

Experiência

Experiência como departamento pessoal.

Salário

A combinar

Cargo

Analista de Departamento Pessoal

Empresa

Advance RH

Cursos e treinamentos.

Ramo

Recursos Humanos/ Recrutamento e seleção";AdvanceRH - Empresarial ;; Maceió, Alagoas, Brazil;;LinkedIn;;;Departamento Pessoal
16 hours ago ;"DESCRIÇÃO

Administrar todo o processo de movimentação de vale transporte e refeição;

Controle de pedidos, lançamento de dados em sistema e elaboração de normas e políticas de benefícios.

Elaborar e atualizar tabelas, com base na política definida pela organização, envolvendo estudos e simulações de alterações e seus impactos nos custos de pessoal.

Administração dos benefícios de acordo com o Budget da área - controle de gastos;

Local de trabalho: São Paulo, SP
Regime de contratação de tipo: Efetivo – CLT
Jornada: Período Integral
Área e especialização profissional: Recursos Humanos - Recursos Humanos (Generalista)
Nível hierárquico: Analista
REQUISITOS

Escolaridade Mínima: Ensino Superior

VALORIZADO

Tempo de experiência: Entre 3 e 5 anos

BENEFÍCIOS

PARCERIAS COM INSTITUIÇÕES DE ENSINO
PLANO DE CARREIRA
ASSISTÊNCIA ODONTOLÓGICA
VALE ALIMENTAÇÃO
SEGURO DE VIDA
VALE TRANSPORTE
ASSISTÊNCIA MÉDICA";Liq ;; São Paulo, São Paulo, Brazil;;LinkedIn;;;ANALISTA DE RECURSOS HUMANOS PLENO (BENEFÍCIOS)
21 hours ago ;"Executar rotinas do trabalho que incluem a recepção de usuários dos serviços da empresa, preenchimento de formulários, atividades de estrutura e formação de arquivos de documentos, recebimento e organização de materiais, atendimento telefônico, formação da agenda de atividades, digitação e elaboração de documentos, entrega de cheques, vales, formulários e outros, fornecendo e recebendo informações constantes de documentos variados, cumprindo todo o procedimento necessário referente aos mesmos, atuando também na preparação de relatórios e planilhas.

Responsabilidades e atribuições

Prestar assistência administrativa à área, através de controle dos documentos e correspondências recebidos e enviados via malote, controle dos materiais de consumo e solicitação de reposição;
Efetuar o recebimento e realizar ligações telefônicas, organização do arquivo, solicitação de serviços internos e externos, de manutenção e reparos, entre outras atividades, conforme orientações recebidas;
Atender os clientes internos e/ou externos, orientando e esclarecendo dúvidas, zelando pelo devido fluxo da área;
Colaborar no controle dos estoques de materiais, mediante monitoramento das movimentações de entrada e saída de materiais de acordo com os padrões estabelecidos;
Registrar a entrada e saída de documentos, efetuando também a triagem, conferência, classificação e distribuição dos mesmos conforme normas previamente estabelecidas;
Preparar relatórios, formulários e planilhas, coletar dados, elaborar planilhas de cálculos, organogramas, fluxogramas e cronogramas;
Fornecer apoio operacional para elaboração de manuais técnicos, bem como acompanhar processos administrativos, verificar prazos estabelecidos, localizar processos e encaminhar protocolos internos;
Atender usuários no local ou à distância, fornecer informações, identificar natureza das solicitações dos usuários e atender fornecedores;
Oferecer suporte administrativo e técnico na área de materiais, patrimônio e logística, bem como controle de material de expediente; levantar a necessidade de material;
Requisitar materiais, efetuar solicitação de compra e a respectiva conferência, bem como providenciar devolução de material fora de especificação e distribuição de material de expediente e o controle da expedição de malotes e recebimentos;
Executar outras atividades correlatas a critério do superior.


Requisitos e qualificações

Obrigatório:

Ensino Médio Completo

Desejável:

Experiência na função ou cargos similares;

Conhecimento em Excel.

Carga Horária:

De segunda à sexta-feira das 07:30 ás 17:18.

Unidade:

Hospital Onix Mateus Leme.

Informações adicionais

O que oferecemos:

Vale Transporte;
Vale Alimentação;
Assistência Médica;
Assistência Odontológica;
Seguro de Vida;
Gympass;
Funcional Card;
Universidade Corporativa;
Interclube (Programa de Descontos);
Programa Conte Comigo.";NotreDame Intermédica ;; Curitiba, Paraná, Brazil;;LinkedIn;;;AUXILIAR ADMINISTRATIVO I
1 hour ago ;"Atividades rotineiras de gerência.

Beneficios

A Combinar;

Formação Acadêmica

Ensino superior completo.

Experiência

Experiência como gerente geral.

Salário

A combinar

Cargo

Gerente geral

Empresa

Advance RH

Cursos e treinamentos.

Ramo

Recursos Humanos/ Recrutamento e seleção";AdvanceRH - Empresarial ;; Maceió, Alagoas, Brazil;;LinkedIn;;;Gerente geral
21 hours ago ;"O Auxiliar de Loja fica responsável pelas atividades de abastecimento, organização e precificação de loja, operação de caixa e atendimento ao cliente.

Responsabilidades e atribuições

Apoia nas atividades de vendas, através do abastecimento, fixação de preços e arrumação de produtos, suporte na troca de mercadorias e no funcionamento da rádio da loja. Atua no atendimento ao cliente e na oferta de produtos físicos e financeiros, a fim de contribuir para as vendas e o alcance das metas estabelecidas. Auxilia nas ações de marketing da organização, imprimindo materiais de divulgação solicitados, distribuindo panfletos e usando adereços e fantasias, apoiando nas ações promocionais.

Requisitos e qualificações

Ensino Médio Completo

Competências:

Relacionamento com o cliente;
Operação e abastecimento de loja;
Operação de Caixa.";Lojas Le biscuit S/A ;; Bom Jesus da Serra, Bahia, Brazil;;LinkedIn;;;AUXILIAR DE LOJA
21 hours ago ;"Por que trabalhar conosco?

Porque somos a empresa líder no setor privado de saneamento básico no Brasil. Trabalhamos por um futuro sustentável, colocando nossa paixão em prática fazendo a diferença nos 154 municípios em que atuamos. Levamos saúde, qualidade de vida e dignidade para mais de 21 milhões de pessoas. Somos inspirados a transformar o futuro e melhorar a forma que as pessoas vivem. Empenhamos todos os esforços para contribuir com a sociedade por meio de inovações e serviços que vão além do tratamento e da distribuição de água e esgotamento sanitário. Nossa paixão é tornar cada dia melhor tanto o ambiente que oferecemos a nossos colaboradores, bem como nos serviços que entregamos. Somos uma marca que pede licença para melhorar a vida da população de dezenas de cidades, levando saúde, dignidade e bem-estar.

﻿Programa Respeito dá o Tom

O programa nasceu com a meta de espelhar a demografia da população brasileira no quadro de funcionários da empresa.

A partir de 2020 passou por uma revisão e seu objetivo foi reconfigurado: espelhar a população negra em todos os níveis hierárquicos.

Em 2022 a Aegea emitiu um título sustentável atrelado a metas que incluem alcançar 45% de mulheres e 27% de negros em cargos de liderança até 2030, sendo pioneira em se comprometer com meta de diversidade racial em cargos de liderança.

Responsabilidades e atribuições

Desenvolver atividades recebendo instruções quando necessário;
Realizar a montagem, testes e manutenção de circuitos e componentes eletrônicos de equipamentos e painéis;
Executar a manutenção preventiva e preditiva, montagem de aparelhos, circuitos ou componentes eletrônicos, utilizando técnicas e ferramentas apropriadas, orientando-se por desenhos e planos específicos;
Efetuar reparos em sistemas eletrônicos ou conjuntos mecânicos de equipamentos, conforme solicitações recebidas ou a partir de problemas detectados;
Realizar testes em equipamentos / componentes montados ou reparados, efetuando ajustes quando necessário, assegurando o bom funcionamento dos mesmos;
Executar serviços de manutenção elétrica em redes de alta e baixa tensão, cabines primárias, painéis de comando e em equipamentos e instalações diversas;
Orientar tecnicamente, quando necessário, os trabalhos de manutenção eletrônica, realizados nos equipamentos da área de automação / telemetria; Participar dos programa


Requisitos e qualificações

Ensino médio completo
Técnico em Eletrônica, Técnico em Mecatrônica, Engenharia Elétrica, Engenharia Mecatrônica e/ou áreas correlatas
Curso Técnico em Elétrica ou comandos elétricos industriais
Desejável Habilitação categoria ""B"";


Informações adicionais

Assistência médica;
Assistência odontológica;
Einstein Conecta;
Seguro de vida;
Vale transporte;
Gympass;
Vale alimentação e/ou refeição;
Participação nos Lucros e Resultados.";Aegea Saneamento e Participações S.A. ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;TEC. ELETROELETRONICO I
15 hours ago ;"Inovar para simplificar. Todo dia, quando chegamos à Finnet, não queremos apenas trabalhar. Queremos fazer coisas inovadoras para facilitar o processo de gestão de nossos clientes. Mais do que isso, somos clientocêntricos!

Trabalhamos incessantemente para entender suas necessidades e seu comportamento, para criarmos uma experiência incrível de uso. Nós fazemos isso porque acreditamos que podemos contribuir para o sucesso de nossos clientes. E queremos que todas as empresas usem os nossos sistemas.

Agora, criar algo extraordinário não é nada fácil. As melhores ideias surgem quando as pessoas estão se divertindo e trabalhando para um propósito maior. Você será desafiado, aprenderá e se divertirá!

Somos o complemento do ERP de muitas empresas em todos Brasil, com soluções para:

CONTAS A RECEBER

CONTAS A PAGAR
GESTÃO FINANCEIRA
GATEWAY DE PAGAMENTOS
MARKETPLACE DE ANTECIPAÇÃO
Open Banking


Quer saber mais? Acesse https://finnet.com.br/

Estamos Crescendo! Venha ser um #Finneter 🚀

Responsabilidades e atribuições

Realizar análise e aprovação de documentação para processo de risco sacado de pessoa física e pessoa jurídica,

Abrir requerimento de aprovação junto aos bancos vinculados;
Validar área de negócio junto ao sacado;
Realizar edição, envio e acompanhamento de recebimento de contratos;
Prestar suporte aos fornecedores dos clientes da Finnet vinculados ao Painel Fornecedor, através de e-mail, telefone e WhatsApp;
Elaborar planilhas e relatórios de acompanhamento;
Gestão de fila e acompanhamento de chamados;


Requisitos e qualificações

Estar frequentando curso superior nas áreas (Administração, Gestão de TI ou Gestão de Projetos);

Conhecimentos em pacote office;
Possuir habilidade em se comunicar e escrever
Senso de urgência;
Polidez;
Multitasking";Finnet ;; São Paulo, São Paulo, Brazil;;LinkedIn;;;Assistente Administrativo
15 hours ago ;"Executar vendas por meio das plataformas digitais (e-commerce, app) interagindo diretamente com o cliente através de abordagens para oferta dos produtos.

Responsabilidades e atribuições

Monitorar o resultado mensal desenvolvendo estratégias para correção de rota e/ou alavancagem de resultados.

Sugerir melhorias nos processos como forma de desenvolvimento da ferramenta.

Atender clientes no pós venda com dúvidas sobre pedidos, produtos, prazos, entre outros.

Participar de reuniões de piso, falar sobre os produtos e ofertas, envolver o time de loja para indicação de clientes.

Requisitos e qualificações

Escolaridade: Nível médio completo

Habilidade com ferramentas digitais

Vivência com vendas, resiliência para trabalhar com metas desafiadoras.";Lojas Le biscuit S/A ;; Salvador, Bahia, Brazil;;LinkedIn;;;ASSISTENTE DE VENDAS
15 hours ago ;"Executar vendas por meio das plataformas digitais (e-commerce, app) interagindo diretamente com o cliente através de abordagens para oferta dos produtos.

Responsabilidades e atribuições

Monitorar o resultado mensal desenvolvendo estratégias para correção de rota e/ou alavancagem de resultados.

Sugerir melhorias nos processos como forma de desenvolvimento da ferramenta.

Atender clientes no pós venda com dúvidas sobre pedidos, produtos, prazos, entre outros.

Participar de reuniões de piso, falar sobre os produtos e ofertas, envolver o time de loja para indicação de clientes.

Requisitos e qualificações

Escolaridade: Nível médio completo

Habilidade com ferramentas digitais

Vivência com vendas, resiliência para trabalhar com metas desafiadoras.";Lojas Le biscuit S/A ;; Salvador, Bahia, Brazil;;LinkedIn;;;ASSISTENTE DE VENDAS
