Data_Publicacao;Descricao;Empresa;Funcao;Localidade;Nivel_experiencia;Plataforma;Setor;Tipo_emprego;Titulo
2 hours ago ;"Ensino Médio Completo, conhecimento em atendimento ao público, conhecimento em celulares e informática. Ter facilidade para chegar no bairro Tristeza. Remuneração: R$ 1.330,00 Benefícios: VT e VR. Atividades: Irá Realizar as atividades atendimento aos clientes no balcão, abertura de ordens de serviço, emissão de notas fiscais, suporte a área técnica, atendimento telefone e whatsapp. Carga Horária: De Segunda a Sexta das 08:30 ás 18:00 e Sábado das 08:30 ás 12:30 .

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Atendente

Empresa

Desenvolver Recursos Humanos

Consultoria em recursos humanos.

Ramo

Recursos Humanos/ Recrutamento e seleção";Desenvolver Recursos Humanos ;; Brazil;;LinkedIn;;;ATENDENTE
2 hours ago ;"Organizar documentos - Preparar relatórios e planilhas, - Controlar o estoque de materiais e afins. - Auxiliar nas rotinas de fechamento de folhas de pagamento, - Atendimento pessoal e telefônico.

Beneficios

A Combinar;

Formação Acadêmica

Ensino médio completo.

Experiência

Experiência como auxiliar de escritório.

Salário

1445.68

Cargo

Auxiliar de escritório

Empresa

Grupo Kriativa

Treinamento em desenvolvimento profissional e gerencial.

Ramo

Recursos Humanos/ Recrutamento e seleção";Grupo Kriativa ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;Auxiliar de escritório
2 hours ago ;"Agendamento, atendimento interno e externo e organização de documentos.

Beneficios

Vale Alimentação/Cesta Básica;

Formação Acadêmica

Ensino Médio / Completo

Salário

Experiência:

A combinar

Cargo

Recepcionista

Empresa

GRUPO LUZEMS

Serviços combinados de escritório e apoio administrativo

Ramo

Recursos Humanos/ Recrutamento e seleção";Grupo Luzems ;; Tubarao, Maranhão, Brazil;;LinkedIn;;;Recepcionista
2 hours ago ;"Agendamento, atendimento interno e externo e organização de documentos.

Beneficios

Vale Alimentação/Cesta Básica;

Formação Acadêmica

Ensino Médio / Completo

Salário

Experiência:

A combinar

Cargo

Recepcionista

Empresa

GRUPO LUZEMS

Serviços combinados de escritório e apoio administrativo

Ramo

Recursos Humanos/ Recrutamento e seleção";Grupo Luzems ;; Tubarao, Maranhão, Brazil;;LinkedIn;;;Recepcionista
2 hours ago ;"Reportando-se a Direção e gestão faz o controle dos pagamentos e recebimentos, respectiva conciliação bancária bem como prepara a documentação para o registro e pagamento dos funcionários e prestadores de serviço e os devidos encargos processados pela Contabilidade, realiza fluxo de caixa e emissão de NF.

Beneficios

Vale Transporte; Vale Refeição; Vale Alimentação/Cesta Básica; Assistência Médica; Bolsa Escola/Faculdade; Assistência Odontológica; Bolsa Pós-graduação / MBA;

Formação Acadêmica

Graduação em Administração ou Gestão Financeira.

Experiência

Experiência comprovada de atuação na área administrativa financeira. Conhecimento em pacote office, plataformas de banco.

Salário

A combinar

Cargo

Analista administrativo

Empresa

Conceito Engenharia

Empresa de seguimentos multidisciplinares na área de projetos e instalações.

Ramo

Engenharia";Conceito Engenharia ;; Belo Horizonte, Minas Gerais, Brazil;;LinkedIn;;;Analista Administrativo Financeiro
2 hours ago ;"Sobre a Clima Rio Somos uma empresa líder em vendas, montagem e manutenção de câmaras frigoríficas e distribuição de peças para o segmento de condicionadores de ar. No Grupo Clima Rio oferecemos soluções completas em sistemas de climatização de ambientes, refrigeração comercial, refrigeração automotiva e energia solar. Contamos com uma estrutura de 26 Lojas distribuídas entre Rio de Janeiro, São Paulo, Goiás, Distrito Federal, Minas Gerais, Espírito Santo, Rio Grande do Sul, Ceará, Bahia e Pernambuco e Santa Catarina e Paraíba. Além de 4 centros de distribuição e um time de mais de 900 funcionários. Trabalhando no Grupo Clima Rio Você participará da nossa expansão, aprender e crescer profissionalmente. Oportunidade de participar de projetos multidisciplinares; Atuação em um ambiente aberto ao desenvolvimento e aprendizado; Sobre a oportunidade Local de trabalho: Penha - Rio de Janeiro-RJ . Divisão de Gente e Gestão . Como Assistente de RH, buscamos um profissional analítico, como foco em resultados e que goste de lidar com gente, se relacionar com diversos perfís e seja bom ouvinte. O que você vai fazer Apoiar de forma generalista processos de Recursos Humanos; Processos de recrutamento e seleção, etc; Aplicar treinamentos presenciais e EAD; Realizar integração de novos funcionários; Apoiar nos programas de estágio e jovem aprendiz; Conduzirá ações de endomarketing, pesquisa de clima, etc; Apoiar na construção de apresentaçõe da gestão da área. Ser ponto focal entre os colaboradores, gestores e RH em processos de desenvolvimento e suporte aos colaboradores em caso de dúvidas e eventuais necessidades, mostrando-se sempre disponível a ouvir e entender a situação; O Que esperamos que você tenha Forte espírito de colaboração; Compromisso com os prazos. Curiosidade; Habilidade de comunicação com diferentes públicos; Flexibilidade; Pensamento sistêmico; Qualificações necessárias - Superior Completo em Recursos Humanos; - Experiência anterior com recrutamento e seleção; - Desejável experiência com pacote office; - Experiência anterior com programas de treinamento, cargos e salários serão diferenciais. Conheça um pouco mais sobre essa e outras oportunidades em climario.abler.com.br. Também siga a gente no LinkedIn e instagram climario.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Assistente de recursos humanos

Empresa

Clima Rio

Atua no ramo de ar condicionado.

Ramo

Comércio Varejista";Clima Rio ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;Assitente de RH Penha RJ
2 hours ago ;"OPORTUNIDADE DE SE DESENVOLVER E CRESCER JUNTO COM A EMPRESA; POSSÍBILIDADE DE AJUDA DE CUSTO PARA PAGAMENTO DA FACULDADE, CRESCENDO DENTRO DA EMPRESA; AS PRINCIPAIS ATIVIDADES À SEREM DESEMPENHADA PELO COLABORADOR QUE OCUPAR ESSA VAGA SÃO: ATENDIMENTO AOS CLIENTES DA EMPRESA; VENDA DOS BILHETES DE PASSAGENS RODOVIÁRIAS; EMISSÃO DOS BILHETES DE PASSAGENS RODOVIÁRIAS; EMISSÃO DE CT-E DE ENCOMENDA, RECEBER PAGAMENTOS EM DINHEIRO / CARTÃO / PIX E PICPAY, FAZER LIBERAÇÃO DE ÔNIBUS NA PLATAFORMA, DESPACHAR BAGAGENS, DESPACHAR ENCOMENDAS, ENTREGAR ENCOMENDA A SEREM RETIRADAS PELO CLIENTE, FECHAMENTO DE CAIXA, -PREENCHIMENTO DA ESTATÍSTICA, ACOMPANHAMENTO DE META DIÁRIA ÔNIBUS A ÔNIBUS, LIMPEZA E ORGANIZAÇÃO DO AMBIENTE DE TRABALHO. Experiência no atendimento ao cliente.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Assistente de atendimento

Empresa

Pássaro Marron

Serviços de transporte.

Ramo

Transportes";Pássaro Marron ;; Greater São Paulo Area;;LinkedIn;;;Agente de Atendimento ao Cliente
2 hours ago ;"Somos uma empresa líder em vendas, montagem e manutenção de câmaras frigoríficas e distribuição de peças e insumos para o segmento de condicionadores de ar. Estamos crescendo cada vez mais e buscamos AUXILIAR ADMINISTRATIVO - RJ para fazer parte do nosso time. Responsabilidades: Auxiliar na rotina administrativa, cadastro de documentos e clientes, dentre outras atividades pertinentes à função; Auxilio no faturamento e notas fiscais; Organização de documentos recebidos; Organizar o check-out com os materiais de expediente e de consumo; Suporte ao setor e a gerência Comercial . Requisitos: 2 Grau completo ou Ensino Superior Cursando; Conhecimento em entrada de Notas Fiscais, Lançamento de despesas e Faturamento; Excel Intermediário; Experiência no setor administrativo. Local de trabalho: Presencial- CORDOVIL - RJ.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Auxiliar administrativo

Empresa

Clima Rio

Atua no ramo de ar condicionado.

Ramo

Comércio Varejista";Clima Rio ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;Auxiliar Administrativo Cordovil
2 hours ago ;"Somos uma empresa líder em vendas, montagem e manutenção de câmaras frigoríficas e distribuição de peças e insumos para o segmento de condicionadores de ar. Estamos crescendo cada vez mais e buscamos AUXILIAR ADMINISTRATIVO - RJ para fazer parte do nosso time. Responsabilidades: Auxiliar na rotina administrativa, cadastro de documentos e clientes, dentre outras atividades pertinentes à função; Auxilio no faturamento e notas fiscais; Organização de documentos recebidos; Organizar o check-out com os materiais de expediente e de consumo; Suporte ao setor e a gerência Comercial . Requisitos: 2 Grau completo ou Ensino Superior Cursando; Conhecimento em entrada de Notas Fiscais, Lançamento de despesas e Faturamento; Excel Intermediário; Experiência no setor administrativo. Local de trabalho: Presencial- CORDOVIL - RJ.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Auxiliar administrativo

Empresa

Clima Rio

Atua no ramo de ar condicionado.

Ramo

Comércio Varejista";Clima Rio ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;Auxiliar Administrativo Cordovil
2 hours ago ;"Somos uma empresa líder em vendas, montagem e manutenção de câmaras frigoríficas e distribuição de peças e insumos para o segmento de condicionadores de ar. Estamos crescendo cada vez mais e buscamos AUXILIAR ADMINISTRATIVO - RJ para fazer parte do nosso time. Responsabilidades: Auxiliar na rotina administrativa, cadastro de documentos e clientes, dentre outras atividades pertinentes à função; Auxilio no faturamento e notas fiscais; Organização de documentos recebidos; Organizar o check-out com os materiais de expediente e de consumo; Suporte ao setor e a gerência Comercial . Requisitos: 2 Grau completo ou Ensino Superior Cursando; Conhecimento em entrada de Notas Fiscais, Lançamento de despesas e Faturamento; Excel Intermediário; Experiência no setor administrativo. Local de trabalho: Presencial- CORDOVIL - RJ.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Auxiliar administrativo

Empresa

Clima Rio

Atua no ramo de ar condicionado.

Ramo

Comércio Varejista";Clima Rio ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;Auxiliar Administrativo Cordovil
2 hours ago ;"Atuará nas atividades internas e demais funções pertinentes ao cargo. Necessário experiência na área de atuação.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Auxiliar administrativo

Empresa

Zoe Soluções em RH

Locação de mão-de-obra temporária.

Ramo

Recursos Humanos/ Recrutamento e seleção";Zoe Soluções em RH ;; Brazil;;LinkedIn;;;AUXILIAR ADMINISTRATIVO
2 hours ago ;"Atuará nas atividades internas e demais funções pertinentes ao cargo. Necessário conhecimento na área de atuação.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Estoquista

Empresa

Serilon

Comércio de produtos de comunicação visual.

Ramo

Comércio Varejista";Serilon ;; Brazil;;LinkedIn;;;Estoquista
2 hours ago ;"Corte e montagem de painéis em mdf/mdp, acabamento, pintura. Fabricação de cabines de audiometria.

Beneficios

A Combinar;

Formação Acadêmica

Ensino médio completo.

Experiência

Exp com máquina de corte, serra, parafusadeira, martelo.

Salário

A combinar

Cargo

Ajudante geral

Empresa

Malka Recursos Humanos

Consultoria em recursos humanos.

Ramo

Recursos Humanos/ Recrutamento e seleção";Malka Recursos Humanos ;; Brazil;;LinkedIn;;;Ajudante geral
2 hours ago ;"Corte e montagem de painéis em mdf/mdp, acabamento, pintura. Fabricação de cabines de audiometria.

Beneficios

A Combinar;

Formação Acadêmica

Ensino médio completo.

Experiência

Exp com máquina de corte, serra, parafusadeira, martelo.

Salário

A combinar

Cargo

Ajudante geral

Empresa

Malka Recursos Humanos

Consultoria em recursos humanos.

Ramo

Recursos Humanos/ Recrutamento e seleção";Malka Recursos Humanos ;; Brazil;;LinkedIn;;;Ajudante geral
2 hours ago ;"Controle e agendamento de consultas, controle e entrega de exames, emissão de notas fiscais, rotinas administrativas.

Beneficios

A Combinar;

Experiência

Formação Acadêmica:

Salário

A combinar

Cargo

Secretária

Empresa

Meta Bpo

Consultoria de recursos humanos.

Ramo

Consultoria/ Auditoria";Meta BPO ;; Greater São Paulo Area;;LinkedIn;;;Secretária
2 hours ago ;"Detalhes da vaga Irá atuar no hospital, prestando apoio administrativo para a equipe de enfermagem/ médica.Responsável pela organização e controles de prontuários e documentação dos pacientes. Ensino Médio CompletoConhecimento com pacote office.Experiência no ramo hospitalar (Desejável);Regime CLTDIURNO Escala de trabalho 12x36.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Escriturário

Empresa

Hospital Igesp

Hospital geral.

Ramo

Saúde/ Hospitalar";HOSPITAL IGESP ;; Greater São Paulo Area;;LinkedIn;;;Escriturário
2 hours ago ;"Detalhes da vaga Irá atuar no hospital, prestando apoio administrativo para a equipe de enfermagem/ médica.Responsável pela organização e controles de prontuários e documentação dos pacientes. Ensino Médio CompletoConhecimento com pacote office.Experiência no ramo hospitalar (Desejável);Regime CLTDIURNO Escala de trabalho 12x36.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Escriturário

Empresa

Hospital Igesp

Hospital geral.

Ramo

Saúde/ Hospitalar";HOSPITAL IGESP ;; Greater São Paulo Area;;LinkedIn;;;Escriturário
2 hours ago ;"Programar e atualizar os pagamentos conforme definição dos contratos Apoiar nas melhorias, manutenção do escritório e os processos de facilities. .

Beneficios

A Combinar;

Experiência

Formação Acadêmica:

Salário

A combinar

Cargo

Assistente administrativo

Empresa

Meta Bpo

Consultoria de recursos humanos.

Ramo

Consultoria/ Auditoria";Meta BPO ;; Greater São Paulo Area;;LinkedIn;;;Assistente administrativo
2 hours ago ;"Atendimento ao associado na Biblioteca, presencialmente ou via e-mail, telefone e whatsapp; Organização do acervo; Rotinas de empréstimos de livros; Rotinas administrativas e apoio em eventos do setor e do Departamento de Cultura.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Assistente administrativo

Empresa

Clube Curitibano

Clube recreativo, cultural e esportivo.

Ramo

Academias e Esportes";Clube Curitibano ;; Curitiba, Paraná, Brazil;;LinkedIn;;;Assistente administrativo Biblioteca
2 hours ago ;"Atendimento à clientes, preparo de pratos feitos, marmitas, pesagem de comida por quilo, manter o padrão dos processos, estar sempre atento para as necessidades do buffet, limpar o ambiente em que está sendo realizado o atendimento, seguir as fichas técnicas, evitar desperdício e manter os balcões limpos e organizados.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Atendente

Empresa

TRIARH

TRIARH CONSULTORIA EMPRESARIAL

Ramo

Recursos Humanos/ Recrutamento e seleção";TRIARH ;; Brazil;;LinkedIn;;;ATENDENTE DE BALCÃO
2 hours ago ;"Atendimento à clientes, preparo de pratos feitos, marmitas, pesagem de comida por quilo, manter o padrão dos processos, estar sempre atento para as necessidades do buffet, limpar o ambiente em que está sendo realizado o atendimento, seguir as fichas técnicas, evitar desperdício e manter os balcões limpos e organizados.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Atendente

Empresa

TRIARH

TRIARH CONSULTORIA EMPRESARIAL

Ramo

Recursos Humanos/ Recrutamento e seleção";TRIARH ;; Brazil;;LinkedIn;;;ATENDENTE DE BALCÃO
2 hours ago ;"Auxiliar na realização de serviços de sinalização vertical, sinalização horizontal e dispositivos de segurança. Auxiliar na limpeza do local da obra. Contribuir com a sinalização do local da obra. Auxiliar nos serviços de pintura asfáltica. Manusear enxadas, cavadeiras, marteletes, picareta e outras ferramentas necessárias à realização das atividades diárias. Cumprir cronograma diário de atividades.

Beneficios

A Combinar;

Formação Acadêmica

Ensino médio completo.

Experiência

Experiência como auxiliar geral.

Salário

1787.41

Cargo

Ajudante geral

Empresa

Vero RH

Serviços de recrutamento e seleção.

Ramo

Recursos Humanos/ Recrutamento e seleção";VERO RH ;; Brazil;;LinkedIn;;;Auxiliar geral
2 hours ago ;"Controlar o fluxo dos veículos que se dirigem ao almoxarifado e expedição para entrega e retirada de mercadorias, registrando entrada e saída, visando manter controle quanto ao acesso às dependências da empresa; controlar o fluxo dos veículos que utilizam o estacionamento de funcionários, registrando entrada e saída, visando manter controle quanto ao acesso às dependências da empresa; examinar as instalações hidráulicas, elétricas, máquinas, comunicando qualquer irregularidade constatada ao superior.

Beneficios

A Combinar;

Experiência

Formação Acadêmica:

Salário

A combinar

Cargo

Agente de hotéis

Empresa

VRS RH

Consultoria de recursos humanos, recrutamento e seleção.

Ramo

Recursos Humanos/ Recrutamento e seleção";VRS RH ;; Brazil;;LinkedIn;;;Agente de Portaria
2 hours ago ;"Controlar o fluxo dos veículos que se dirigem ao almoxarifado e expedição para entrega e retirada de mercadorias, registrando entrada e saída, visando manter controle quanto ao acesso às dependências da empresa; controlar o fluxo dos veículos que utilizam o estacionamento de funcionários, registrando entrada e saída, visando manter controle quanto ao acesso às dependências da empresa; examinar as instalações hidráulicas, elétricas, máquinas, comunicando qualquer irregularidade constatada ao superior.

Beneficios

A Combinar;

Experiência

Formação Acadêmica:

Salário

A combinar

Cargo

Agente de hotéis

Empresa

VRS RH

Consultoria de recursos humanos, recrutamento e seleção.

Ramo

Recursos Humanos/ Recrutamento e seleção";VRS RH ;; Brazil;;LinkedIn;;;Agente de Portaria
2 hours ago ;"Controlar o fluxo dos veículos que se dirigem ao almoxarifado e expedição para entrega e retirada de mercadorias, registrando entrada e saída, visando manter controle quanto ao acesso às dependências da empresa; controlar o fluxo dos veículos que utilizam o estacionamento de funcionários, registrando entrada e saída, visando manter controle quanto ao acesso às dependências da empresa; examinar as instalações hidráulicas, elétricas, máquinas, comunicando qualquer irregularidade constatada ao superior.

Beneficios

A Combinar;

Experiência

Formação Acadêmica:

Salário

A combinar

Cargo

Agente de hotéis

Empresa

VRS RH

Consultoria de recursos humanos, recrutamento e seleção.

Ramo

Recursos Humanos/ Recrutamento e seleção";VRS RH ;; Brazil;;LinkedIn;;;Agente de Portaria
1 hour ago ;"Será que você é o ingrediente que falta por aqui? Na Pif Paf, você vai fazer parte de um time que busca cada vez mais inovação, agilidade e desenvolvimento!




Venha fazer parte da nossa receita de sucesso #VemSerPifPaf 🎯




Olha só como você vai contribuir com o time de Campo:




✅ Analisando, controlando e verificando as atividades inerentes à área administrativa;




✅ Acompanhando a implantação de novos sistemas e garantir a aplicação de legislações e normas internas, aspectos fiscais e outros, visando garantir a qualidade e correta realização das atividades e rotinas. Elaborando relatórios e indicadores da área, acompanhando e analisando resultados, a fim de garantir o cumprimento de procedimentos, metas, e ações corretivas necessárias;




✅ Aplicando melhorias nos processos e/ou serviços sob sua responsabilidade, visando garantir resultados efetivos e resguardando a segurança dos ativos da Empresa.




Para mandar bem você precisa:




👉🏼 Graduação Completa em Administração, Ciências Contábeis ou áreas afins;




👉 Pacote Office Intermediário, com foco em Excel;




👉🏿 Noções de contabilidade, custos, legislação fiscal e trabalhista;




👉🏼 Desejável conhecimento em sistema SAP;




👉 Residir ou possuir disponibilidade de mudança para Palmeiras de Goiás;




👉🏿 Ter vivencia na área administrativa.




Curtiu? 😊 Então #VemSerPifPaf. Dá gosto ter você aqui!




As primeiras etapas do nosso processo seletivo são feitas aqui na plataforma Kenoby. Você terá todos os retornos por e-mail, combinado? Fique de olho na sua caixa de entrada ou spam, para acompanhar sua evolução no processo. 😉




É bom saber: Todas as nossas vagas estão disponíveis para pessoas com deficiência. Na Pif Paf, contamos com o Vozes, nosso Programa de Diversidade, Equidade e Inclusão. Juntos, criamos um ambiente cada vez mais inclusivo e diverso para a nossa gente.";Pif Paf Alimentos ;; Palmeiras de Goiás, Goiás, Brazil;;LinkedIn;;;Analista Administrativo
2 hours ago ;"Atuará nas atividades internas e demais funções pertinentes ao cargo. Necessário experiência na área de atuação.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Operador de produção

Empresa

Desafio RH

Consultoria de Recursos Humanos localizada em CAMPINAS /SP.

Ramo

Recursos Humanos/ Recrutamento e seleção";Desafio Hosting ;; Brazil;;LinkedIn;;;OPERADOR DE PRODUÇÃO
2 hours ago ;"Nossa logística é operada por nossa transportadora Bulkylog. O objetivo da logística é organizar todo o processo de envio do produto ao nosso cliente final. Passando por fluxos de fornecedores, transportadoras e toda a cadeia logística. Participar da Bulkylog é participar da reinvenção da forma de como as pessoas recebem seus produtos, e você poderá participar desse sonho. RESPONSABILIDADES E ATRIBUIÇÕES Recepcionar os motoristas agregados; Executar a emissão de CTEs, romaneios e demais procedimentos administrativos; Arquivar e organizar os documentos; Suprir seu gestor com informações das operações preenchendo relatórios gerenciais (carga, descarga e outros); Executar os processos administrativos do setor; Fazer as tratativas das não conformidades; Dar suporte administrativo à liderança. Formação Acadêmica: Superior completo ou cursando. Competências Técnicas: Domínio do pacote Office; Montagem de apresentações (PowerPoint); Conhecimento em sistemas de controle.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Assistente de logística

Empresa

RH Nossa

Fornecimento e gestão de recursos humanos para terceiros

Ramo

Recursos Humanos/ Recrutamento e seleção";Nossa Gestão de Pessoas ;; Duque de Caxias, Rio de Janeiro, Brazil;;LinkedIn;;;Assistente de Logística
2 hours ago ;"Nossa logística é operada por nossa transportadora Bulkylog. O objetivo da logística é organizar todo o processo de envio do produto ao nosso cliente final. Passando por fluxos de fornecedores, transportadoras e toda a cadeia logística. Participar da Bulkylog é participar da reinvenção da forma de como as pessoas recebem seus produtos, e você poderá participar desse sonho. RESPONSABILIDADES E ATRIBUIÇÕES Recepcionar os motoristas agregados; Executar a emissão de CTEs, romaneios e demais procedimentos administrativos; Arquivar e organizar os documentos; Suprir seu gestor com informações das operações preenchendo relatórios gerenciais (carga, descarga e outros); Executar os processos administrativos do setor; Fazer as tratativas das não conformidades; Dar suporte administrativo à liderança. Formação Acadêmica: Superior completo ou cursando. Competências Técnicas: Domínio do pacote Office; Montagem de apresentações (PowerPoint); Conhecimento em sistemas de controle.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Assistente de logística

Empresa

RH Nossa

Fornecimento e gestão de recursos humanos para terceiros

Ramo

Recursos Humanos/ Recrutamento e seleção";Nossa Gestão de Pessoas ;; Duque de Caxias, Rio de Janeiro, Brazil;;LinkedIn;;;Assistente de Logística
2 hours ago ;"Responsável por alimentar equipamentos, realizar operações de montagens de peças, preenchimento de documentos referentes ao posto de trabalho, apontamento de indicadores de produção da célula; controlar sucatas no posto de trabalho executar acabamento final em peças seguir critérios descritos na folha de processo do sistema, instrução de trabalho/ordem de serviço da célula em que estiver trabalhando;.

Beneficios

A Combinar;

Experiência

Formação Acadêmica:

Salário

A combinar

Cargo

Operador de produção

Empresa

VRS RH

Consultoria de recursos humanos, recrutamento e seleção.

Ramo

Recursos Humanos/ Recrutamento e seleção";VRS RH ;; Brazil;;LinkedIn;;;Operador de produção
2 hours ago ;"Será responsável pelo auxílio imediato em diversas funções de uma empresa e também garante o suporte necessário ao cliente.

Beneficios

Formação Acadêmica:

Ensino médio completo.

Experiência

Necessário experiência como ajudante geral.

Salário

A combinar

Cargo

Ajudante geral

Empresa

Moderna Emprego

Fornecimento e gestão de recursos humanos para terceiros .

Ramo

Recursos Humanos/ Recrutamento e seleção";Moderna Emprego ;; Brazil;;LinkedIn;;;Ajudante geral
2 hours ago ;"Atuará nas atividades internas e demais funções pertinentes ao cargo. Necessário conhecimento na área de atuação.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Almoxarife

Empresa

Fortlev

Ramo

Industrial";FORTLEV ;; Brazil;;LinkedIn;;;ALMOXARIFE
2 hours ago ;"Será responsável por realizar o recebimento, movimentação e estocagem de matérias-primas e produtos.

Beneficios

Formação Acadêmica:

Ensino médio completo.

Experiência

Necessário experiência como almoxarife.

Salário

A combinar

Cargo

Almoxarife

Empresa

Moderna Emprego

Fornecimento e gestão de recursos humanos para terceiros .

Ramo

Recursos Humanos/ Recrutamento e seleção";Moderna Emprego ;; Brazil;;LinkedIn;;;Almoxarife
2 hours ago ;"Será responsável por realizar o recebimento, movimentação e estocagem de matérias-primas e produtos.

Beneficios

Formação Acadêmica:

Ensino médio completo.

Experiência

Necessário experiência como almoxarife.

Salário

A combinar

Cargo

Almoxarife

Empresa

Moderna Emprego

Fornecimento e gestão de recursos humanos para terceiros .

Ramo

Recursos Humanos/ Recrutamento e seleção";Moderna Emprego ;; Brazil;;LinkedIn;;;Almoxarife
