Data_Publicacao;Descricao;Empresa;Funcao;Localidade;Nivel_experiencia;Plataforma;Setor;Tipo_emprego;Titulo
17 hours ago ;"Somos a Rede Hospital Casa um dos maiores operadores médicos hospitalares independentes do estado do Rio de Janeiro. O ACOLHIMENTO COMO NOSSO JEITO DE CUIDARestá entre os nossos principais valores.




Estamos em busca de um profissional para atuar como Recepcionista que seja organizado, que tenha uma comunicação assertiva e goste de lidar com público.




Suas principais atividades serão:




Prestar atendimento acolhedor ao paciente;
Registrar o atendimento no sistema;
Realizar atualização cadastral no ato do atendimento;
Solicitar autorização de senhas para consultas em pronto socorro;
Prestar atendimento ao paciente e tirar dúvidas quanto a sua posição para atendimento;
Solicitar autorização de senhas para Internações de emergência;
Encaminhar a ficha de atendimento ao local destinado para abordagem médica e de enfermagem;
Prestar Atendimento telefônico a clientes internos e externos de forma cordial e gentil;
Realizar cobrança de valores particulares e emissão de notas fiscais quando houver;
Realizar a Pré Internação 24 horas antes do procedimento cirúrgico agendado, por meio de contato telefônico;
Realizar a conferência do processo autorizado (entregue pelo setor de autorização/OPME);
Confecção das pastas para prontuário dos pacientes cirúrgicos eletivos;
Informar sobre o fluxo de internação dos pacientes cirúrgicos e sobre valores adicionais que possam ser cobrados.
Realizar o gerenciamento de leitos do hospital;
Realizar o censo diário para enviar a diretoria;
Registrar alta hospitalar em sistema;
Registrar alta hospitalar no site da operadora;
Monitorar as vagas cedidas e a chegada da ambulância a Unidade;
Responsável pelo recebimento do pedido médico e definição de leito para internações provenientes da emergência;
Responsável por monitorar o painel de leitos da Unidade, atualizando e mantendo link ativo com a Central de Vagas Unificada;




Esperamos que você tenha:




Disponibilidade total para início imediato;
Ensino médio completo;
Conhecimento em Pacote Office;
Desejável curso de atendimento ao público;




Conheça os benefícios que oferecemos para você:




Vale Transporte;




Refeição no Local;




Convênio Médico ;




Convênio Odontológico.




Horário de trabalho




Plantonista 12x36 SD




Se identificou? Venha fazer parte da nossa casa!";Rede Hospital Casa ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;RECEPCIONISTA HOSPITALAR - DIVERSAS UNIDADES /RJ
6 hours ago ;"A Spassu Tecnologia está com oportunidade para Auxiliar de Arquivo!

Descrição

Responsável por preparar a organização dos documentos e informações essenciais e estratégicos para o cliente, orientar o cliente e os auxiliar na recuperação de dados e informações.

Principais Responsabilidades

Promover a disseminação das diretrizes, políticas e cultura da empresa, bem como atuar como facilitador para o cumprimento da Segurança da Informação, confidencialidade e integridade das informações nos processos respectivos;
Promover a melhoria continua e a eficácia do Sistema de Gestão da Qualidade nos processos executados;
Participar das reuniões de SGQ quando convocados e das atividades de conscientização/treinamento do SGQ;
Desenvolver suas atividades seguindo normas e procedimentos de SGQ;
Relatar os riscos, acidentes e incidentes originados em suas atividades / locais de trabalho.
Organizar documentos e informações considerados essenciais e estratégico, auxiliar na administração do arquivo, controlando entrada e saída de documentos e outros materiais;
Efetuar atendimento telefônico interno;
Conferir documentos, atuar na digitalização dos documentos e efetuar o arquivo dos mesmos;
Registrar e controlar saídas/retornos de documentos e arquivos;
Disponibilizar fonte de dados para usuários;
Providenciar aquisição de material e incorporar o material ao acervo;
Arquivar documentos classificando-os, segundo critérios apropriados para armazená-los e conservá-los, recuperar e preservar as informações por meio digital, magnético ou papel para a disponibilidade dos documentos ao cliente, órgãos reguladores e auditorias internas e externas;
Executar outras tarefas de mesma natureza e nível de complexidade associadas ao ambiente organizacional;
Comunicar a Gestão imediata quaisquer desvios, incidente de segurança relacionado a S.I., pontos de atenção identificados na execução das atividades.

Os CVs permanecerão em poder da empresa enquanto perdurar o processo seletivo e pelo período adicional de 2 anos, para eventuais processos seletivos futuros, em atendimento a Lei Geral de Proteção de Dados.

Requisitos

Escolaridade Mínima

Ensino médio completo.

Experiência Mínima

Experiência na área de arquivo técnico.

Conhecimento Mínimos

Pacote office, conhecimento em tarefas diárias de arquivo técnico e administrativo no recebimento, tratamento e disponibilização da documentação em diversos tipos de suporte como papel e eletrônico, conhecimentos básico sobre rotinas administrativas relacionadas aos processos de execução dos serviços de documentação, gerenciamento eletrônico de documentos (GED/EDMS);
Conhecimento das coleções que compõem a documentação de engenharia.

BenefíciosPlano de Saúde

Plano Odontológico

Seguro de Vida

Vale Transporte

Vale Alimentação ou Refeição

Gympass

";Spassu ;; Manaus, Amazonas, Brazil;;LinkedIn;;;Auxiliar de Arquivo
5 hours ago ;"DESCRIÇÃO

Sobre Nós

Quer fazer parte de uma das maiores redes de clínicas odontológicas do Brasil?

Há mais de 38 anos no mercado, o Grupo Clínicas Inteligentes é uma das maiores redes de clínicas odontológicas.

Presente em mais de 20 estados, o nosso grupo é formado por 4 marcas que contam com a colaboração de 2100 colaboradores e um dos melhores corpos clínicos do Brasil.

Com conceito de clínica popular, somos determinados a garantir o pronto atendimento em ambientes seguros, confortáveis e climatizados por um valor justo e acessível.

Nós do grupo Clínicas Inteligentes somos apaixonados pelo que fazemos. Acreditamos que o atendimento humanizado contagia e motiva a todos que se relacionam conosco.

O Grupo Clínicas Inteligentes informa que sua participação em nossos processos seletivos é gratuita e nenhum fornecedor ou terceiro está autorizado a cobrar valores para candidatura à vaga, treinamento, material didático ou qualquer outra despesa relacionada.

Sobre a Oportunidade

Responsável pelo agendamento de visitas e consultas, realizando atendimento presencial, prestando informações sobre procedimentos, registrando em sistema os dados sobre os pacientes, processamento de atualizações cadastrais, bem como realizar controle rigoroso de datas e horários agendados, procurando a confirmação antecipada dos pacientes e o tipo do procedimento a ser realizado.
Prestar orientação sobre os procedimentos iniciais, quando se tratar de primeiro atendimento, e encaminhá-los até o consultório, bem como cuidar da sinalização dos locais de atendimento, banheiro e copa.
Responsável por organizar e preparar o ambiente de trabalho antes da abertura da clínica para os clientes deixando o ambiente limpo e agradável.
Sempre que necessário, buscar alternativas de remanejamento de consultas, realizando encaixes e ajustes de emergências, de forma organizada e planejada, estabelecendo prioridades e comunicação com todos os envolvidos.
Controlar o estoque de suprimentos e providenciar a compra de itens de escritório, de higiene, de limpeza e copa, realizando o abastecimento dos insumos, quando necessário, bem como adotar medidas de controle de desperdício de água e energia elétrica, além de materiais odontológicos.
Receber e separar correspondências internas e externas, tais como: encomendas, telegramas, fax e correspondências bancárias, organizando-as e distribuindo-as aos destinatários, bem como arquivá-las de acordo com a classificação de assuntos.
Controlar e organizar os pagamentos dos pacientes, mantendo os prontuários atualizados após cada consulta, bem como providenciar, quando solicitado, atestados médicos, recibos, cartão de retorno, etc.
Realizar o pagamento diário para os prestadores de serviço (dentistas)
Realizar o depósito do caixa no dia seguinte
Abertura e Fechamento da clínica.

Escala de Segunda a Sabado

Horário: 10:00 ás 19:00

Bairro: CENTRO

Número de vagas: 2
Local de trabalho: Salvador, BA
Regime de contratação de tipo: Efetivo – CLT
Jornada: Período Integral
Área e especialização profissional: Administração - Recepção
Nível hierárquico: Auxiliar
REQUISITOS

Escolaridade Mínima: Ensino Médio (2º Grau)

Formação Desejada

Recepcionista/Telefonista, Curso extra-curricular / Profissionalizante
HABILIDADES

Proatividade
Atendimento ao Publico (Interno e externo)
Organização
Relacionamento Interpessoal
Comunicação Verbal e Assertiva
BENEFÍCIOS

VA
VT";Clinicas Inteligentes ;; Salvador, Bahia, Brazil;;LinkedIn;;;Recepcionista
5 hours ago ;"DESCRIÇÃO

Sobre Nós

Quer fazer parte de uma das maiores redes de clínicas odontológicas do Brasil?

Há mais de 38 anos no mercado, o Grupo Clínicas Inteligentes é uma das maiores redes de clínicas odontológicas.

Presente em mais de 20 estados, o nosso grupo é formado por 4 marcas que contam com a colaboração de 2100 colaboradores e um dos melhores corpos clínicos do Brasil.

Com conceito de clínica popular, somos determinados a garantir o pronto atendimento em ambientes seguros, confortáveis e climatizados por um valor justo e acessível.

Nós do grupo Clínicas Inteligentes somos apaixonados pelo que fazemos. Acreditamos que o atendimento humanizado contagia e motiva a todos que se relacionam conosco.

O Grupo Clínicas Inteligentes informa que sua participação em nossos processos seletivos é gratuita e nenhum fornecedor ou terceiro está autorizado a cobrar valores para candidatura à vaga, treinamento, material didático ou qualquer outra despesa relacionada.

Sobre a Oportunidade

Responsável pelo agendamento de visitas e consultas, realizando atendimento presencial, prestando informações sobre procedimentos, registrando em sistema os dados sobre os pacientes, processamento de atualizações cadastrais, bem como realizar controle rigoroso de datas e horários agendados, procurando a confirmação antecipada dos pacientes e o tipo do procedimento a ser realizado.
Prestar orientação sobre os procedimentos iniciais, quando se tratar de primeiro atendimento, e encaminhá-los até o consultório, bem como cuidar da sinalização dos locais de atendimento, banheiro e copa.
Responsável por organizar e preparar o ambiente de trabalho antes da abertura da clínica para os clientes deixando o ambiente limpo e agradável.
Sempre que necessário, buscar alternativas de remanejamento de consultas, realizando encaixes e ajustes de emergências, de forma organizada e planejada, estabelecendo prioridades e comunicação com todos os envolvidos.
Controlar o estoque de suprimentos e providenciar a compra de itens de escritório, de higiene, de limpeza e copa, realizando o abastecimento dos insumos, quando necessário, bem como adotar medidas de controle de desperdício de água e energia elétrica, além de materiais odontológicos.
Receber e separar correspondências internas e externas, tais como: encomendas, telegramas, fax e correspondências bancárias, organizando-as e distribuindo-as aos destinatários, bem como arquivá-las de acordo com a classificação de assuntos.
Controlar e organizar os pagamentos dos pacientes, mantendo os prontuários atualizados após cada consulta, bem como providenciar, quando solicitado, atestados médicos, recibos, cartão de retorno, etc.
Realizar o pagamento diário para os prestadores de serviço (dentistas)
Realizar o depósito do caixa no dia seguinte
Abertura e Fechamento da clínica.

Escala de Segunda a Sabado

Horário: 10:00 ás 19:000

Bairro: Centro

Local de trabalho: Salvador, BA
Regime de contratação de tipo: Efetivo – CLT
Jornada: Período Integral
Área e especialização profissional: Administração - Recepção
Nível hierárquico: Auxiliar
REQUISITOS

Escolaridade Mínima: Ensino Médio (2º Grau)

Formação Desejada

Recepcionista/Telefonista, Curso extra-curricular / Profissionalizante
HABILIDADES

Proatividade
Atendimento ao Publico (Interno e externo)
Organização
Comunicação Verbal e Assertiva
Relacionamento Interpessoal";Clinicas Inteligentes ;; Salvador, Bahia, Brazil;;LinkedIn;;;Recepcionista
14 hours ago ;"Detalhes da vaga




Vaga temporária.




Requisitos




Formação: Ensino Médio Completo;
Experiência na função e com recurso de glosa;
Noções de informática. Experiência no Pacote Office com foco em Excel.




Atividades




Responsabilizar-se pela cobrança dos valores em aberto (vencidos ou a vencer) enviados aos convênios, com o objetivo de obter os valores corretos para emissão de notas fiscais e o provisionamento exato a receber;
Emitir relatório de provisionamento ao Setor Financeiro diariamente, a fim de assegurar o fluxo de caixa e manter o setor financeiro atualizado dos valores que estão previstos para receber;
Efetuar a cobrança aos convênios dos vencimentos em aberto de acordo com relatórios gerados no sistema próprio, de modo a coletar informações relativas às glosas, datas de pagamento e valores a serem pagos, com o objetivo de garantir que os Hospitais recebam pelos serviços prestados;
Assegurar a atualização do sistema do setor de Contas a Receber, por meio do lançamento diário dos valores repassados pelas Operadoras de Saúde, através de demonstrativos financeiros, com o objetivo de garantir que a Instituição receba pelos serviços prestados ao paciente;
Responsabilizar-se pela emissão de Notas Fiscais relativas aos serviços realizados, por meio do lançamento das informações contábeis em site específico, bem como respectiva impressão das notas eletrônicas, com o objetivo de enviá-las ao convênio no tempo devido para que a Instituição receba o pagamento do valor;
Manter controle das informações de créditos, por meio de impressão dos extratos de pagamento disponibilizados pelos convênios na web, bem como enviar tais extratos para a quitação, com o objetivo de executar a respectiva baixa em sistema;
Assegurar o recebimento de valores glosados, através do levantamento e identificação de divergências nos valores efetivamente gastos pelo paciente, com o objetivo de evitar prejuízos financeiros ao Hospital;
Acompanhar todo o processo de recurso de glosa, por meio da interface com as empresas seguradoras de saúde, a fim de garantir o cumprimento dos termos anteriormente acordados.




Outras Informações




Local de trabalho: Centro/RJ – Atuação Híbrida;
Escala de trabalho: (5X2) 2ª a 5ª 8h as 18h / 6ª 8h as 17h.";Rede D'Or São Luiz ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;Assistente Administrativo - Recurso de Glosa (Contas a Receber) - Corporativo RJ (1 vaga)
5 hours ago ;"DESCRIÇÃO

Sobre Nós

Quer fazer parte de uma das maiores redes de clínicas odontológicas do Brasil?

Há mais de 38 anos no mercado, o Grupo Clínicas Inteligentes é uma das maiores redes de clínicas odontológicas.

Presente em mais de 20 estados, o nosso grupo é formado por 4 marcas que contam com a colaboração de 2100 colaboradores e um dos melhores corpos clínicos do Brasil.

Com conceito de clínica popular, somos determinados a garantir o pronto atendimento em ambientes seguros, confortáveis e climatizados por um valor justo e acessível.

Nós do grupo Clínicas Inteligentes somos apaixonados pelo que fazemos. Acreditamos que o atendimento humanizado contagia e motiva a todos que se relacionam conosco.

O Grupo Clínicas Inteligentes informa que sua participação em nossos processos seletivos é gratuita e nenhum fornecedor ou terceiro está autorizado a cobrar valores para candidatura à vaga, treinamento, material didático ou qualquer outra despesa relacionada.

Sobre a Oportunidade

Responsável pelo agendamento de visitas e consultas, realizando atendimento presencial, prestando informações sobre procedimentos, registrando em sistema os dados sobre os pacientes, processamento de atualizações cadastrais, bem como realizar controle rigoroso de datas e horários agendados, procurando a confirmação antecipada dos pacientes e o tipo do procedimento a ser realizado.
Prestar orientação sobre os procedimentos iniciais, quando se tratar de primeiro atendimento, e encaminhá-los até o consultório, bem como cuidar da sinalização dos locais de atendimento, banheiro e copa.
Responsável por organizar e preparar o ambiente de trabalho antes da abertura da clínica para os clientes deixando o ambiente limpo e agradável.
Sempre que necessário, buscar alternativas de remanejamento de consultas, realizando encaixes e ajustes de emergências, de forma organizada e planejada, estabelecendo prioridades e comunicação com todos os envolvidos.
Controlar o estoque de suprimentos e providenciar a compra de itens de escritório, de higiene, de limpeza e copa, realizando o abastecimento dos insumos, quando necessário, bem como adotar medidas de controle de desperdício de água e energia elétrica, além de materiais odontológicos.
Receber e separar correspondências internas e externas, tais como: encomendas, telegramas, fax e correspondências bancárias, organizando-as e distribuindo-as aos destinatários, bem como arquivá-las de acordo com a classificação de assuntos.
Controlar e organizar os pagamentos dos pacientes, mantendo os prontuários atualizados após cada consulta, bem como providenciar, quando solicitado, atestados médicos, recibos, cartão de retorno, etc.
Realizar o pagamento diário para os prestadores de serviço (dentistas)
Realizar o depósito do caixa no dia seguinte
Abertura e Fechamento da clínica.

Escala de Segunda a Sabado

Horário: 10:00 ÁS 19:00

Bairro: Liberdade

Local de trabalho: Salvador, BA
Regime de contratação de tipo: Efetivo – CLT
Jornada: Período Integral
Área e especialização profissional: Administração - Recepção
Nível hierárquico: Auxiliar
REQUISITOS

Escolaridade Mínima: Ensino Médio (2º Grau)

Formação Desejada

Recepcionista/Telefonista, Curso extra-curricular / Profissionalizante
HABILIDADES

Proatividade
Atendimento ao Publico (Interno e externo)
Organização
Relacionamento Interpessoal
Comunicação Verbal e Assertiva";Clinicas Inteligentes ;; Salvador, Bahia, Brazil;;LinkedIn;;;Recepcionista
5 hours ago ;"DESCRIÇÃO

Sobre Nós

Quer fazer parte de uma das maiores redes de clínicas odontológicas do Brasil?

Há mais de 38 anos no mercado, o Grupo Clínicas Inteligentes é uma das maiores redes de clínicas odontológicas.

Presente em mais de 20 estados, o nosso grupo é formado por 4 marcas que contam com a colaboração de 2100 colaboradores e um dos melhores corpos clínicos do Brasil.

Com conceito de clínica popular, somos determinados a garantir o pronto atendimento em ambientes seguros, confortáveis e climatizados por um valor justo e acessível.

Nós do grupo Clínicas Inteligentes somos apaixonados pelo que fazemos. Acreditamos que o atendimento humanizado contagia e motiva a todos que se relacionam conosco.

O Grupo Clínicas Inteligentes informa que sua participação em nossos processos seletivos é gratuita e nenhum fornecedor ou terceiro está autorizado a cobrar valores para candidatura à vaga, treinamento, material didático ou qualquer outra despesa relacionada.

Sobre a Oportunidade

Responsável pelo agendamento de visitas e consultas, realizando atendimento presencial, prestando informações sobre procedimentos, registrando em sistema os dados sobre os pacientes, processamento de atualizações cadastrais, bem como realizar controle rigoroso de datas e horários agendados, procurando a confirmação antecipada dos pacientes e o tipo do procedimento a ser realizado.
Prestar orientação sobre os procedimentos iniciais, quando se tratar de primeiro atendimento, e encaminhá-los até o consultório, bem como cuidar da sinalização dos locais de atendimento, banheiro e copa.
Responsável por organizar e preparar o ambiente de trabalho antes da abertura da clínica para os clientes deixando o ambiente limpo e agradável.
Sempre que necessário, buscar alternativas de remanejamento de consultas, realizando encaixes e ajustes de emergências, de forma organizada e planejada, estabelecendo prioridades e comunicação com todos os envolvidos.
Controlar o estoque de suprimentos e providenciar a compra de itens de escritório, de higiene, de limpeza e copa, realizando o abastecimento dos insumos, quando necessário, bem como adotar medidas de controle de desperdício de água e energia elétrica, além de materiais odontológicos.
Receber e separar correspondências internas e externas, tais como: encomendas, telegramas, fax e correspondências bancárias, organizando-as e distribuindo-as aos destinatários, bem como arquivá-las de acordo com a classificação de assuntos.
Controlar e organizar os pagamentos dos pacientes, mantendo os prontuários atualizados após cada consulta, bem como providenciar, quando solicitado, atestados médicos, recibos, cartão de retorno, etc.
Realizar o pagamento diário para os prestadores de serviço (dentistas)
Realizar o depósito do caixa no dia seguinte
Abertura e Fechamento da clínica.

Escala de Segunda a Sabado

Horário: 10:00 ÁS 19:00

Bairro: Liberdade

Local de trabalho: Salvador, BA
Regime de contratação de tipo: Efetivo – CLT
Jornada: Período Integral
Área e especialização profissional: Administração - Recepção
Nível hierárquico: Auxiliar
REQUISITOS

Escolaridade Mínima: Ensino Médio (2º Grau)

Formação Desejada

Recepcionista/Telefonista, Curso extra-curricular / Profissionalizante
HABILIDADES

Proatividade
Atendimento ao Publico (Interno e externo)
Organização
Relacionamento Interpessoal
Comunicação Verbal e Assertiva";Clinicas Inteligentes ;; Salvador, Bahia, Brazil;;LinkedIn;;;Recepcionista
23 hours ago ;"Realizar visitas diárias aos varejos para repor os produtos comercializados pela IRRF, bem como subsidiar as ações dos vendedores frente às ações da concorrência, buscando conseguir os maiores e melhores espaços nas gôndolas dos clientes para nossos produtos.

Responsabilidades e atribuições

Visitar as lojas definidas pelo roteiro
Colocação de material de merchandising no PDV
Preenchimento do relatório diário de visitas
Confecção de pontos extras
Informar aos vendedores as faltas de produtos e identificar oportunidades onde o vendedor possa atuar
Zelar pelas condições de limpeza, organização e conservação, bem como no uso adequado e seguro dos equipamentos da sua área de trabalho";Indústrias Reunidas Raymundo da Fonte ;; Paulista, Pernambuco, Brazil;;LinkedIn;;;REPOSITOR
5 hours ago ;"DESCRIÇÃO

Sobre Nós

Quer fazer parte de uma das maiores redes de clínicas odontológicas do Brasil?

Há mais de 38 anos no mercado, o Grupo Clínicas Inteligentes é uma das maiores redes de clínicas odontológicas.

Presente em mais de 20 estados, o nosso grupo é formado por 4 marcas que contam com a colaboração de 2100 colaboradores e um dos melhores corpos clínicos do Brasil.

Com conceito de clínica popular, somos determinados a garantir o pronto atendimento em ambientes seguros, confortáveis e climatizados por um valor justo e acessível.

Nós do grupo Clínicas Inteligentes somos apaixonados pelo que fazemos. Acreditamos que o atendimento humanizado contagia e motiva a todos que se relacionam conosco.

O Grupo Clínicas Inteligentes informa que sua participação em nossos processos seletivos é gratuita e nenhum fornecedor ou terceiro está autorizado a cobrar valores para candidatura à vaga, treinamento, material didático ou qualquer outra despesa relacionada.

Sobre a Oportunidade

Responsável pelo agendamento de visitas e consultas, realizando atendimento presencial, prestando informações sobre procedimentos, registrando em sistema os dados sobre os pacientes, processamento de atualizações cadastrais, bem como realizar controle rigoroso de datas e horários agendados, procurando a confirmação antecipada dos pacientes e o tipo do procedimento a ser realizado.
Prestar orientação sobre os procedimentos iniciais, quando se tratar de primeiro atendimento, e encaminhá-los até o consultório, bem como cuidar da sinalização dos locais de atendimento, banheiro e copa.
Responsável por organizar e preparar o ambiente de trabalho antes da abertura da clínica para os clientes deixando o ambiente limpo e agradável.
Sempre que necessário, buscar alternativas de remanejamento de consultas, realizando encaixes e ajustes de emergências, de forma organizada e planejada, estabelecendo prioridades e comunicação com todos os envolvidos.
Controlar o estoque de suprimentos e providenciar a compra de itens de escritório, de higiene, de limpeza e copa, realizando o abastecimento dos insumos, quando necessário, bem como adotar medidas de controle de desperdício de água e energia elétrica, além de materiais odontológicos.
Receber e separar correspondências internas e externas, tais como: encomendas, telegramas, fax e correspondências bancárias, organizando-as e distribuindo-as aos destinatários, bem como arquivá-las de acordo com a classificação de assuntos.
Controlar e organizar os pagamentos dos pacientes, mantendo os prontuários atualizados após cada consulta, bem como providenciar, quando solicitado, atestados médicos, recibos, cartão de retorno, etc.
Realizar o pagamento diário para os prestadores de serviço (dentistas)
Realizar o depósito do caixa no dia seguinte
Abertura e Fechamento da clínica.

Escala de Segunda a Sábado

Horário: Segunda à sexta 11:00 às 20:00 / sábado 12:00 às 16:00

Bairro: Nova Iguaçu

Local de trabalho: Nova Iguaçu, RJ
Regime de contratação de tipo: Efetivo – CLT
Jornada: Período Integral
Área e especialização profissional: Administração - Recepção
Nível hierárquico: Auxiliar
REQUISITOS

Escolaridade Mínima: Ensino Médio (2º Grau)

Formação Desejada

Recepcionista/Telefonista, Curso extra-curricular / Profissionalizante
HABILIDADES

Proatividade
Atendimento ao Publico (Interno e externo)
Organização
Relacionamento Interpessoal
Comunicação Verbal e Assertiva
BENEFÍCIOS

Vale-transporte";Clinicas Inteligentes ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;Recepcionista
17 hours ago ;"A Vibra está em busca de um(a) profissional para atuar no suporte à gestão do processo de planejamento e gestão de obras comerciais em Posto de Combustíveis e clientes B2B, sendo responsável pela execução de rotinas administrativas (relatórios, apresentações, acompanhamentos de planos).

Responsabilidades e atribuições

Gestão de indicadores de desempenho/KPIs;
Acompanhamento dos processos internos em andamento nas diversas áreas de interlocução;
Controle de revisão dos padrões corporativos da gerência;
Elaboração de relatórios internos de acompanhamento dos processos.


Requisitos e qualificações

Graduação completa em Administração e áreas correlatas;
Experiência em gestão administrativa (elaboração de relatórios, apresentações, controles administrativos e suporte direto ao gestor); Experiência com habilidades analíticas, planilhas e dashboards;
Office 365 com Excel Avançado;
Conhecimento em Power BI será um diferencial.


Informações adicionais";Vibra Energia ;; Rio de Janeiro, Rio de Janeiro, Brazil;;LinkedIn;;;Analista Administrativo Pl
