Data_Publicacao;Descricao;Empresa;Funcao;Localidade;Nivel_experiencia;Plataforma;Setor;Tipo_emprego;Titulo
11 hours ago ;"Quem é o PAN?

Somos uma das principais instituições financeiras de porte médio do Brasil, controlado pelo Banco BTG Pactual.

EXISTIMOS PARA: Dar um novo olhar para os desafios financeiros e superá-los.

SOMOS: Um banco que dá crédito e acesso à informação com tecnologia para você transformar desafios em conquistas.

SEMPRE COM: Relações Verdadeiras e Duradouras, Desempenho Admirável, Ousadia Empreendedora, Compromisso com Excelência, Agilidade Efetiva.

PARA: Todos que querem enfrentar os obstáculos da vida.

Consultor Comercial - Consignado

Carga Horária: 6h diárias de segunda a sexta-feira

Principais atividades:

Realizar a oferta ativa do produto consignado (cartão, empréstimo, seguro, antecipação de fgts e cartão benefício ) por telefone e Whatsapp;
Acompanhar e regularizar pendências para garantir a conclusão da proposta e entrega da meta pré-estabelecida;
Identificar e sugerir melhorias nos processos com objetivo de torna-los mais eficientes e aderentes a experiência do cliente PAN.


O que esperamos de você:

Vivência na área comercial;
Experiência com vendas ativas;
Ensino Médio Completo;
Conhecimento Pacote Office.


E quais benefícios encontrará:

Vale Alimentação;
Vale Refeição;
Day Off no dia do seu aniversário;
Programas de Parcerias;
Gympass;
Auxílio Creche ou Babá;
Assistência médica;
Assistência Odontológica;
Seguro de vida e outros!


Assim como todas as nossas vagas, essa também é destinada à diversidade e inclusão. Independentemente de qualquer fator, perfil ou característica, vem pro PAN!

Para conhecer mais sobre nossos benefícios e cultura, acesse o Trabalhe Conosco:

https://www.bancopan.com.br/trabalhe-conosco/

Acesse também nossa página na Glassdoor e veja nossas avaliações:

https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-PAN-EI_IE1184444.13,22.ht
Show less ";Banco PAN ;Mid-Senior level; São Paulo, São Paulo, Brazil;Mid-Senior level;LinkedIn;Mid-Senior level;Mid-Senior level;Consultor Comercial (Consignado)
13 hours ago ;"DESCRIÇÃO

Atuará com recptivo de sac com tratativas e solução de casos complexos, requer habilidade analítica e iniciativa para resolução dos problemas. Necessário experiência de sac ou bko dentro ou fora do call center.

Número de vagas: 90
Local de trabalho: São Paulo, SP
Regime de contratação de tipo: Efetivo – CLT
Jornada: Parcial manhãs
Área e especialização profissional: Telemarketing - SAC
Nível hierárquico: Operacional
REQUISITOS

Escolaridade Mínima: Ensino Médio (2º Grau)

VALORIZADO

Tempo de experiência: Menos de 1 ano

BENEFÍCIOS

PLR
hora extra remunerada
Vale-transporte
Vale-refeição
Auxílio creche
plano de carreira
Vale-alimentação
Assistência odontológica
Assistência médica
Show less ";TRACK&FIELD ;Mid-Senior level; São Paulo, São Paulo, Brazil;Mid-Senior level;LinkedIn;Mid-Senior level;Mid-Senior level;Atendente de SAC
18 hours ago ;"Olá!

Estamos com uma posição para Analista de RH e o desafio é grande! Estamos reestruturando o setor e tem muitos projetos bacanas em andamento.

Se você ama pessoas, gosta de aprender e tem muito para ensinar, vem se candidatar que queremos te conhecer.

Responsabilidades e atribuições

RH Generalista (não contempla a parte de DP)
Recrutamento e Seleção
Treinamento e Desenvolvimento
Todos os processos de RH (Avaliação de Desempenho, Pesquisa de Clima, Intranet, Comunicação, etc...)
Atendimento ao cliente interno
Ser referência para os colaboradores
Receber e administrar o canal de denúncias e sugestões interno
Apresentação para os colaboradores


Requisitos e qualificações

Formação completa em Administração, Psicologia, Gestão de RH e correlatas
Saber excel, power point e word
Ter experiência no RH generalista
Vivência com Treinamento será um diferencial
Vivência com diversidade também será um diferencial
Gostar de gente!!


Informações adicionais

Remuneração: R$2.500,00
Benefícios: VT, VR ou VA, Plano de Saúde e Odontológico, cursos para desenvolvimento e um ambiente de trabalho muito bacana
Regime de trabalho: Hibrido (primeiros 30 dias presencial, para treinamento)
Local: Flamengo
Horário: Seg a Sex 8h as 17:30
Show less ";Conac ;Not Applicable; Rio de Janeiro, Rio de Janeiro, Brazil;Not Applicable;LinkedIn;Not Applicable;Not Applicable;Analista de Recursos Humanos (Generalista)
18 hours ago ;"Responsável por executar os Processos Administrativos e Financeiros, Faturamento, Logística, Estoque, determinando e apoiando as rotinas, visando melhorias no processo e consequente aumento de eficiência da Gestão Administrativa.

Garantir que as atividades estejam sendo realizadas dentro das conformidades de ética e integridade, visando a resolução de problemas inerentes aos setores.

Trabalhar de forma preventiva objetivando evitar erros, retrabalho, garantindo a entrega dos serviços no tempo necessário.

Responsabilidades e atribuições

Controlar e gerir estoque;

Emitir Notas Fiscais;

Recepcionar e entregar mercadorias;

Registrar informações no sistema;

Solicitar coletas;

Fazer rastreamento da logística até o local de entrega.

Requisitos e qualificações

Escolaridade: Ensino superior completo em Logística, Administração ou áreas afins

Experiência anterior necessária na função de: Gestão de Estoque

Informática: Nível Intermediário
Prática em gestão de estoque / logística
Prática em gestão administrativa / controle de notas fiscais


Informações adicionais

Residir em Rondonópolis / MT
Show less ";SAFRASUL SEMENTES ;Not Applicable; Rondonópolis, Mato Grosso, Brazil;Not Applicable;LinkedIn;Not Applicable;Not Applicable;Analista Administrativo - Rondonópolis / MT
7 hours ago ;"Vaga de Analista De Recursos Humanos em Minas Gerais. A combinar. Período Integral. Efetivo – CLT Área e especialização profissional: Recursos Humanos - Recursos Humanos (Generalista) Nível hierárquico: Analista Local de trabalho: Belo Horizonte, MG Regime de contratação de tipo Efetivo – CLT Jornada Período Integral Profissional responsável por analisar, implantar e realizar políticas e procedimentos de recrutamento e pré-seleção por meio de processos seletivos internos ou externos. Benefícios adicionais: Assistência médica, Auxílio combustível, Vale-refeição, Vale-transporte
Show less ";Administradora Casa Grande ;Mid-Senior level; Belo Horizonte, Minas Gerais, Brazil;Mid-Senior level;LinkedIn;Mid-Senior level;Mid-Senior level;Analista De Recursos Humanos
8 hours ago ;"Já pensou em trabalhar na maior empresa do varejo farmacêutico da américa latina, que tem como missão proporcionar cuidado e acolhimento aos seus funcionários e clientes? Se a resposta for sim, aqui é o seu lugar! Somos uma empresa inclusiva, que proporciona um ambiente de crescimento e desenvolvimento, possibilitando a realização dos seus sonhos. Nosso time é formado por pessoas com brilho nos olhos. Venha fazer a diferença cuidando de gente com a gente! #VemSerRD #GenteQueCuidaDeGente #Teleatendimento #RaiaDrogasil O que esperamos de você? Buscamos um perfil otimista, criativo e que goste de desafios! Você terá contato com um público diverso, contribuindo para experiência de compra, registrando informações em sistema, sendo um facilitador no atendimento, revertendo possíveis conflitos afim de proporcionar o melhor atendimento ao cliente. PARA EMBARCAR NESSA CONOSCO, BASTA:
Ter mais de 18 anos;
Ter o Ensino Médio completo. ESCALA DE TRABALHO: 6 x 1 (podendo trabalhar sábados, domingos e feriados) Diversidade & Inclusão Na RD, assumimos o compromisso de incluir e empoderar nossos(as) funcionários(as) por meio da promoção da diversidade e da inclusão. Valorizamos as pessoas, construindo uma cultura acolhedora e de respeito a todos e todas. Seja quem você é aqui!
Show less ";Drogasil ;Entry level; Vitória, Espírito Santo, Brazil;Entry level;LinkedIn;Entry level;Entry level;Atendente de Loja
21 hours ago ;"Detalhes da vaga




Pré-Requisitos




Ensino médio completo;
Conhecimento do Pacote Office;
Conhecimento e/ou experiência em atividades administrativas.
Ter entre 18 e 24 anos




Ótima fluência verbal e escrita;




Responsabilidade;




Senso de organização.




Horário de trabalho: Segunda a sexta-feira de 8h às 12h




Local de trabalho: Goiânia/GO




Requisitos Escolaridade miníma




Ensino Médio (2o. Grau) completo




Outros requisitos




Conheça a empresa União Química




CONHEÇA A UNIÃO QUÍMICA




“Com oito décadas de atuação, a União Química está posicionada como uma das maiores e mais sólidas empresas da indústria farmacêutica. Com capital 100% nacional, está estruturada em duas Divisões: Saúde Humana e Saúde Animal.




A primeira ocupa destacada posição nos mercados hospitalar e de varejo, através de três grandes linhas de negócios: Hospitalar, Genom (Genom Oftalmologia e Genom Medicina Geral) e Farma (Andromed OTC, Marcas e Genéricos). Já a Divisão Agener Saúde Animal, ganha destaque no mercado veterinário, atuando nos segmentos Animais de Companhia (Pet), Animais de Produção (Bovinos, Ovinos, Caprinos e Suínos) e Reprodução Animal.




O perfil inovador alavancado principalmente pelo compromisso com o aprimoramento contínuo dos produtos e processos é a base para que a União Química possa equacionar produtos de qualidade a custos cada vez mais competitivos, transformando desafios em soluções e superando as expectativas do mercado farmacêutico, de seus clientes e consumidores.”
Show less ";União Química Farmacêutica Nacional ;Internship; Goiânia, Goiás, Brazil;Internship;LinkedIn;Internship;Internship;Jovem Aprendiz
10 hours ago ;"Sobre a Área

Se você busca trabalhar numa área que tenha contato com o mercado, atendimento direto aos parceiros de negócio para abertura do cadastro de câmbio e investimentos, exposição e interação com áreas internas, participação em projetos estratégicos de melhorias na plataforma agregando valor ao negócio, essa vaga é para você!

No Seu Dia a Dia

Relacionamento com parceiros de negócio do Digital;
Suporte aos clientes finais e parceiros na abertura do cadastro de câmbio e investimentos
Envolvimento em projetos multidisciplinares e desafiadores para melhoria da plataforma Digital;
Interação com diversas áreas do BTG: produtos, comercial, middle, tecnologia, back-office;

Esperamos De Você

Formação em engenharia, administração, economia ou cursos relacionados;
Noção de produtos financeiros e experiê
Experiência em Bancos ou Corretoras (Diferencial);
Certificações PQO, CPA-20, CEA, CFP ou CGA (Diferencial).

Remuneração e Benefícios

Salário;
Participação nos Lucros e Resultados (PLR);
Auxílio Alimentação e Refeição;
Seguro Saúde e Odontológico;
Auxílio Creche/Babá;
Vale Transporte;
Gympass;
Programa de Apoio Pessoal (EAP)
Planos por adesão como Previdência Privada e Seguro de Vida.
Show less ";BTG Pactual ;Mid-Senior level; São Paulo, São Paulo, Brazil;Mid-Senior level;LinkedIn;Mid-Senior level;Mid-Senior level;Analista de Cadastro
23 hours ago ;"Acompanhar e atender as demandas de Administração de Pessoal, com foco em rotinas pertinentes ao Ponto Eletrônico;
Será responsável por todo processo de ponto como escala de trabalho, tipos de marcações;
Acompanhar a rotina do ponto eletrônico;
Esclarecer as dúvidas dos colaboradores;
Esclarecer as dúvidas dos colaboradores;
Superior cursando em administração, recursos humanos ou áreas afins.
Experiência em ponto (escala de trabalho, hora extra e tipo de marcações);
Boa comunicação;
Show less ";EngenhariaJob ;Entry level; Greater São Paulo Area;Entry level;LinkedIn;Entry level;Entry level;Assistente Administrativo
6 hours ago ;"Rede Batista de Educação - Educação de Verdade!

A Educação de verdade é aquela que considera o estudante em sua integralidade, preparando-o para a vida, para o pensamento crítico e para agir positivamente no mundo em que vive, liderando transformações e ajudando a construir uma sociedade mais justa e solidária. Essa é uma das premissas de nossa instituição!

A primeira unidade da Rede Batista de Educação foi inaugurada em Belo Horizonte no dia 1º de março de 1918, e desde então já somos mais de 15 Unidades Educacionais com a nobre missão de ofertar educação integral que visa o desenvolvimento corporal, cognitivo, socioemocional e espiritual, tendo como base os princípios dos valores cristãos.

Responsabilidades e atribuições

Principais atividades:

Coordenação das atividades do corpo docente, auxiliando no desenvolvimento e melhoria de metodologias e estratégias propostas, visando a potencialização dos resultados de aprendizagem;
Avaliação dos planejamentos, estratégias, avaliações e propostas encaminhados pelos professores sob sua gestão (pertinência do conteúdo, didática);
Acompanhamento da execução das atividades propostas;
Analisar e acompanhar as produções dos estudantes e os resultados obtidos por eles;
Criação de rotinas e estratégias eficientes para o aprendizado;
Criação, acompanhamento e execução de eventos para integrar famílias, estudantes e professores;
Atendimento aos pais, estudantes e corpo docente;
Disponibilidade e atenção em relação a avaliação constante de todo o processo de ensino- aprendizagem;
Avaliação do corpo docente tendo como base os instrumentos institucionais e o acompanhamento sistematizado no dia a dia escolar.


Requisitos e qualificações

Ensino superior em Pedagogia.
Experiência anterior em Coordenação Pedagógica, nos segmentos Fundamental Anos Finais e Ensino Médio.
Conhecimento no Pacote Office e ferramentas tecnológicas essenciais ao processo educacional.


Informações adicionais

Local de trabalho: Belo Horizonte - Minas Gerais

Todas as nossas vagas são extensíveis à profissionais com deficiência (PCD) ou reabilitados pelo INSS.
Show less ";Sistema Batista Mineiro de Educação ;Not Applicable; Belo Horizonte, Minas Gerais, Brazil;Not Applicable;LinkedIn;Not Applicable;Not Applicable;Coordenador(a) Pedagógico(a) - Belo Horizonte - MG
