Data_Publicacao;Descricao;Empresa;Funcao;Localidade;Nivel_experiencia;Plataforma;Setor;Tipo_emprego;Titulo
 há 4 dias;"DescriçãoDescrição:Captação e geração de Leads para comercialização de meios de pagamento (máquinas físicas e/ou estrutura nos sites de estabelecimentos de pequeno porte);Experiências Genéricas:Vendedores “nato” (alta energia, inquietude, Organizado, Pró-Ativo disciplinado, negociação e argumentação);Histórico de auto motivação, persistência e liderança informal;Capacidade de empatia e construção de relacionamentos com nossos clientes;Experiência com vendas porta a porta (externa) e gestão de carteira de clientes;Experiência anterior em empresas de meios de pagamentos ou bancos;Resiliência e Postura dia-a-dia para enfrentar os desafios e adversidades de uma operação em transformação. (Processos, produtos, operacional)Preferencialmente morador da região em que irá atuar;Conhecimentos e facilidade com tecnologia “antenado”Outros requisitos:Possuir Carro;CNH;Conhecimentos Pacote Office (intermediário) e conhecimentos de sistemas, chats, bots, ferramentas de busca, aplicações e etc);Funíl PAP > Credencia (vendendo ou alugando máquinas) > Habilitação > Ativa > Volume Esperado > Taxa Adequada > Pós Venda";Mercado Livre;;Florianópolis;Júnior/ Trainee;VagasCom;;;Executivo Comercial Pcd
 há 4 dias;"DescriçãoEsse profissional será responsável; - Análises para apoio na tomada de decisão ponto comercial e estratégia de expansão- Modelagem de análises de viabilidade financeira e apuração de taxa interna de retorno- Compilar dados de DRE- Relatórios e materiais para acompanhamento dos indicadores- Acompanhamento comitê de expansão- Manutenção de banco de dados cadastraisPrincipais Responsabilidades:Preparação dos materiais para comitê de expansãoPainel de aderência com TIR dos novos projetosRelatório e materiais dos indicadoresManutenção de banco de análisesAnálises estatísticas e financeirasPrincipais Desafios:Otimizar processo de atualização das analises de viabilidade e apuração de TIRAprendizado de aprovação de pontos comerciaisAnálises e cruzamento de dados para apoio na tomada de decisão";RD;;São Paulo;Sênior;VagasCom;;;Especialista / Eng. Expansão
 há 4 dias;"DescriçãoExperiência em Sinistro Auto, Conhecimento em processo de regulação e em perdas parciais, movimentações de reservas. Ensino superior cursando ou completo. Atividades a desempenhar: Processos de regulação e de sinistros no produto Auto. Salário + Benefícios (Vale Transporte; Vale Refeição; Assistência médica e Seguro de Vida). Horário de trabalho: 08h30 às 17h00. (Híbrido) Local de trabalho: Berrini - SP Contrato temporário por 2 meses.";Jobcenter;;São Paulo;Pleno;VagasCom;;;Analista de Sinistros Jr
 há 4 dias;"DescriçãoDescrição:Já pensou como o seu trabalho pode impactar o dia a dia de milhões de brasileiros? Aqui, a gente pensa nisso todos os dias!Temos em nossa fórmula colaboradores especiais e é com eles que aprendemos a dar o nosso melhor todos os dias, nos dedicando às pessoas, nos planejando, sendo eficientes e valorizando as diferenças, tendo o respeito como o nosso princípio ativo.Está na cara que só falta uma coisa pra esse time ficar ainda mais completo: você! E aí, que tal ser protagonista dessa história junto com a gente?Agora, além de nosso cliente, você pode ser do nosso time! Quais serão seus desafios?Realizar a assistência farmacêutica aos clientes e controlar a movimentação de medicamentos controlados conforme as legislações vigentes;Esclarecer dúvidas técnicas de clientes e demais funcionários de uma loja;Controlar a entrada e saída de medicamentos psicotrópicos e entorpecentes;Verificar o cumprimento de procedimentos técnico-legais;Coordenar registros e tratativas de não conformidades técnicas, bem como definir uma solução para os mesmos;Supervisionar recolhimentos e verificações de produtos;Realizar inventários de rotina. O que consideramos importante para que você faça parte do nosso time?Formação Superior Completa;CRF Ativo.  O que é legal que você saiba:Tipo de contrato: CLT;Horário de trabalho: 22h40 às 07:00hLocal de Trabalho: Grajau, RJNós trabalhamos, cada vez mais, para promover uma cultura inclusiva e ter um time cada vez mais plural, com base no respeito e equidade nas nossas oportunidades.Aqui, você é bem-vindo(a) em qualquer uma de nossas oportunidades, independente de gênero, etnia, raça, orientação sexual ou idade. E destacamos também que todas as nossas vagas são abertas para pessoas com deficiência (PCD). Para nós, o mais importante é você ser quem realmente é!Se identificou? Então não perde tempo e embarque nessa com a gente! #VemSerDPSP";Grupo DPSP;;Rio de Janeiro;Técnico;VagasCom;;;Farmacêutico - Grande Tijuca Madrugada
 há 4 dias;DescriçãoDescrição: Pré-requisitos:* Superior completo* Imprescindível vivência na área comercial* Bons conhecimentos de Informática (Pacote Office)* Possuir CNH definitiva* Disponibilidade para viagens* Residir na cidade de Carpina - PEPrincipais atividades:* Desenvolver seu trabalho externamente, com divulgação de medicamentos para área médica, por meio de visitas em Clínicas, Rede de Farmácias, Distribuidores, Hospitais e Consultórios, através de um prévio planejamento e implementação de ações comerciais e promocionais conforme estratégia e política da Empresa.* Analisar previamente as fichas médicas, a fim de obter melhor performance na geração de prescrição junto aos médicos visitados.* Manter atualizado o cadastro médico, visando atingir as metas pré-determinadas de produtividade.* Cumprir suas obrigações burocráticas, conforme procedimentos da empresa e prazos estabelecidos.* Atuar com a multicanalidade, realizando atendimento ao médico de forma remota e presencial.Obs.: O Aché valoriza e fomenta a diversidade, abrindo oportunidades para todos com igualdade.Outros requisitos:ATUAÇÃO COM SEDE NA CIDADE DE CARPINA - PE;Aché Laboratórios;;Carpina;Júnior/ Trainee;VagasCom;;;Propagandista Vendedor
 há 4 dias;"DescriçãoDescrição:Cadastro de Documentos;Inserção de Documentos RH;Inserção de Documentos Engenharia;Leitura de Microfilmes;Implantação de Caixas;Treinamento de Gestão de Documentos;Digitalização de Documentos;Liberação de Acesso Sistemas;Conferência e Lançamento NF's Fornecedores;Reuniões de Alinhamento com cliente interno;Busca e Disponibilização de Documentos solicitados.Requisitos:Cursando ensino técnico ou superior em Administração, Gestão de Projetos, Arquivologia e áreas correlatas;Bons conhecimentos no Pacote Office;Desejável experiência em gestão de documentos;Habilidades:Organização;Senso de prioridade;Senso analítico;Boa comunicação.Se você:É organizado e gosta de compartilhar conhecimento;É flexível e se adapta às mudanças;E anseia por trabalhar em uma multinacional em expansão!Aqui é o seu lugar!Local de Trabalho: R. Platina, 177 - Prado, Belo Horizonte - MG, 30411-131Na Andrade Gutierrez todas as pessoas são bem-vindas, independente de gênero, orientação sexual, raça, etnia ou deficiência.";Construtora Andrade Gutierrez Engenharia;;Belo Horizonte;Auxiliar/ Operacional;VagasCom;;;Assistente de Documentação II
 há 4 dias;"DescriçãoDescrição:Empresa do mercado financeiro que nasceu para oferecer serviços de tecnologia que tem como propósito diminuir a complexidade das transações financeiras, está em um busca de um profissional da área financeira para atuar como: Especialista de Planejamento e Estratégia.Se você tem esse perfil, venha trabalhar conosco!!PERFIL TÉCNICO:Ensino Superior Completo em Administração de Empresas, Economia, Engenharias e afins;Experiência na área de FP&AExperiência com análise de viabilidade, demonstrativos financeiros e estimativas;Experiência com consolidação do budget, forecasts, novos negócios e planos estratégicos;Pacote Office Avançado;Inglês Avançado / fluente;Ter atuado em banco de investimentos, consultorias e/ou análise de empresas será considerado um diferencial.PERFIL COMPORTAMENTAL:Analítico, proativo, comunicativo;Raciocínio lógico;Estruturado para resolver problemas;Independente e focado;Capacidade de síntese e simplificação desenvolvidas (objetividade).RESPONSABILIDADES:Apoiar a gestão dos planejamentos e das informações dos departamentos e diretorias da empresa, incluindo estudos, análises e acompanhamento de projetos;Acompanhamento das variações real x orçado e identificação de oportunidades de redução de custo;Evolução dos números da empresa, analisando tendências e cruzando indicadores;Projeção da performance financeira por meio de análise de demonstrativos financeiros e KPIs;Elaboração de relatórios e análises de desempenho do negócio (relatórios gerenciais);Foco em inteligência de mercado, planejamento estratégico e acompanhamento dos mesmos, incluindo estudos necessários para o apoio de tomada de decisão;Análise da viabilidade financeira de novos projetos (Business Cases) e iniciativas.INFORMAÇÕES ADICIONAIS:Contrtação CLT;Salário + Pacote de Benefícios;Atuação presencial/ híbrida na Faria Lima.Idiomas:Inglês - Nível Avançado";Talent Group;;São Paulo;Sênior;VagasCom;;;10084 - Especialista de Planejamento e Estratégia (financeiro)
 há 4 dias;"DescriçãoEsse profissional irá atuar ;Na área de Expansão e Reforma, com responsabilidade de cuidar de todo o processo, Validação e apresentação de projetos para Diretores.Interação com as áreas, parceiros e prestadores de serviços.Entrega de prazos.Principais Responsabilidades:Gerenciamento dos processos de Expansão e Reforma, cobrança dos prestadores de serviços.Principais Desafios:Atuar com diversos projetos, estrategia na cobrança dos nossos prestadores com foco na entrega dos prazos, senso de urgência.";RD;;São Paulo;Sênior;VagasCom;;;Arquiteto Sênior
 há 4 dias;"DescriçãoDescrição:Requisitos:Cursando Técnico em Eletroeletrônico, Elétrica, Eletrônico, Mecatrônica, Automação ou áreas correlatas;Pacote Office básico;Atividades:Atuará em multinacional do ramo químico exercendo atividades tanto administrativas como operacionais;Salário e Benefícios:Remuneração compatível com mercado;Refeição no local;Assistência Médica;Assistência Odontológica;Seguro de Vida;";Proativa RH;;Bahia;Auxiliar/ Operacional;VagasCom;;;Aprendiz de Manutenção
 há 4 dias;DescriçãoDescrição:Atribuições do Cargo:Acompanhamento de revisões dos equipamentos e desses quando nas operações agrícolas.Garantir a disponibilidade visando um bom custo benefício de custos com manutenção.Garantir integridade física e mental dos colaboradores ligados a oficina mecânica, trabalhando com segurança.Requisitos:​Noções de informáticaConhecimento do pacote office. ​Disponibilidade de Horários.​Ensino superior concluído*Nossas oportunidades são abertas para todos os profissionais, sem distinção de raça, cor, gênero, idade, crença e deficiência (PCD)*;Amaggi;;Sapezal;Sênior;VagasCom;;;Líder Manutenção
